Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
27/02/2021,2020,Preston,Huddersfield,3,0,H,1,0,H,J Linington,13,16,7,7,13,13,5,8,2,3,0,0,20210227,English Second
27/02/2021,2020,Rotherham,Reading,0,1,A,0,1,A,D Coote,17,11,1,4,15,8,10,8,3,0,0,0,20210227,English Second
27/02/2021,2020,Swansea,Bristol City,1,3,A,0,0,D,K Stroud,21,9,9,4,10,12,8,3,1,2,0,0,20210227,English Second
28/02/2021,2020,Wycombe,Norwich,0,2,A,0,0,D,R Jones,8,19,1,5,18,8,5,4,3,1,0,0,20210228,English Second
02/03/2021,2020,Cardiff,Derby,4,0,H,1,0,H,D Whitestone,14,7,11,1,9,5,6,5,0,0,0,0,20210302,English Second
02/03/2021,2020,Coventry,Middlesbrough,1,2,A,1,1,D,G Scott,8,11,0,2,15,9,3,2,1,2,0,0,20210302,English Second
02/03/2021,2020,Huddersfield,Birmingham,1,1,D,0,0,D,M Donohue,5,11,2,4,6,10,7,3,2,2,0,0,20210302,English Second
02/03/2021,2020,Millwall,Preston,2,1,H,1,1,D,K Stroud,13,6,3,2,12,11,4,2,1,1,0,0,20210302,English Second
02/03/2021,2020,Nott'm Forest,Luton,0,1,A,0,0,D,J Simpson,19,9,4,3,8,8,8,1,0,1,0,0,20210302,English Second
02/03/2021,2020,Reading,Blackburn,1,0,H,1,0,H,G Ward,9,12,4,2,11,15,2,5,1,3,0,0,20210302,English Second
03/03/2021,2020,Norwich,Brentford,1,0,H,1,0,H,T Robinson,13,11,7,2,12,13,2,1,2,1,0,0,20210303,English Second
03/03/2021,2020,QPR,Barnsley,1,3,A,1,2,A,A Woolmer,13,13,4,5,8,9,3,6,1,0,0,0,20210303,English Second
03/03/2021,2020,Watford,Wycombe,2,0,H,1,0,H,G Eltringham,11,7,3,0,15,9,3,3,0,0,0,0,20210303,English Second
03/03/2021,2020,Bristol City,Bournemouth,1,2,A,1,1,D,S Hooper,8,14,3,5,7,11,4,5,0,1,0,0,20210303,English Second
03/03/2021,2020,Sheffield Weds,Rotherham,1,2,A,0,1,A,D Bond,15,9,5,5,13,11,7,4,1,0,0,1,20210303,English Second
03/03/2021,2020,Stoke,Swansea,1,2,A,1,1,D,D Webb,9,10,2,7,12,10,5,4,0,1,0,0,20210303,English Second
05/03/2021,2020,Huddersfield,Cardiff,0,0,D,0,0,D,T Robinson,9,8,3,3,13,11,4,4,0,2,0,0,20210305,English Second
06/03/2021,2020,Watford,Nott'm Forest,1,0,H,1,0,H,J Moss,12,9,4,0,16,8,7,8,2,1,0,0,20210306,English Second
06/03/2021,2020,Barnsley,Birmingham,1,0,H,0,0,D,G Scott,12,3,4,0,11,12,5,3,2,2,0,0,20210306,English Second
06/03/2021,2020,Bristol City,QPR,0,2,A,0,2,A,T Harrington,7,16,1,5,10,15,4,8,2,3,0,0,20210306,English Second
06/03/2021,2020,Coventry,Derby,1,0,H,1,0,H,J Brooks,10,7,3,1,12,14,5,7,2,4,0,0,20210306,English Second
06/03/2021,2020,Millwall,Blackburn,0,2,A,0,1,A,M Donohue,12,13,2,5,15,12,3,2,2,3,0,0,20210306,English Second
06/03/2021,2020,Norwich,Luton,3,0,H,2,0,H,D Webb,15,7,5,2,9,6,6,1,0,0,0,0,20210306,English Second
06/03/2021,2020,Preston,Bournemouth,1,1,D,0,1,A,J Gillett,10,12,3,6,17,8,5,4,2,0,0,0,20210306,English Second
06/03/2021,2020,Reading,Sheffield Weds,3,0,H,1,0,H,J Linington,15,4,7,0,13,11,7,3,1,0,0,1,20210306,English Second
06/03/2021,2020,Stoke,Wycombe,2,0,H,0,0,D,A Woolmer,16,13,6,2,18,4,6,4,3,2,0,0,20210306,English Second
06/03/2021,2020,Swansea,Middlesbrough,2,1,H,1,0,H,G Ward,5,8,4,3,13,17,1,7,2,4,0,0,20210306,English Second
09/03/2021,2020,Blackburn,Swansea,1,1,D,1,1,D,R Jones,15,10,4,1,12,12,5,3,1,1,0,0,20210309,English Second
09/03/2021,2020,QPR,Wycombe,1,0,H,1,0,H,S Hooper,10,11,2,2,8,4,4,6,0,0,0,0,20210309,English Second
10/03/2021,2020,Barnsley,Derby,0,0,D,0,0,D,K Stroud,7,6,2,2,14,7,3,5,2,0,0,0,20210310,English Second
12/03/2021,2020,Blackburn,Brentford,0,1,A,0,1,A,G Eltringham,10,13,4,3,19,15,2,3,4,2,0,0,20210312,English Second
13/03/2021,2020,Luton,Swansea,0,1,A,0,1,A,D Bond,12,8,5,2,10,11,7,4,0,4,0,0,20210313,English Second
13/03/2021,2020,Birmingham,Bristol City,0,3,A,0,1,A,J Gillett,9,9,0,4,12,10,5,2,3,2,0,0,20210313,English Second
13/03/2021,2020,Bournemouth,Barnsley,2,3,A,2,1,H,J Brooks,10,17,3,6,7,12,6,6,2,3,0,0,20210313,English Second
13/03/2021,2020,Cardiff,Watford,1,2,A,1,1,D,K Stroud,10,14,1,5,17,12,2,4,2,4,0,0,20210313,English Second
13/03/2021,2020,Derby,Millwall,0,1,A,0,1,A,D England,13,2,3,1,10,14,3,1,1,1,0,0,20210313,English Second
13/03/2021,2020,Middlesbrough,Stoke,3,0,H,2,0,H,A Madley,9,16,3,4,9,12,4,9,0,1,0,0,20210313,English Second
13/03/2021,2020,Nott'm Forest,Reading,1,1,D,0,0,D,S Martin,15,23,4,6,16,9,4,6,1,0,0,0,20210313,English Second
13/03/2021,2020,QPR,Huddersfield,0,1,A,0,0,D,M Salisbury,4,13,2,3,7,9,5,7,1,0,0,0,20210313,English Second
13/03/2021,2020,Wycombe,Preston,1,0,H,1,0,H,T Robinson,14,6,5,1,14,9,9,5,2,1,0,0,20210313,English Second
14/03/2021,2020,Sheffield Weds,Norwich,1,2,A,1,0,H,T Harrington,12,12,4,3,17,9,3,5,2,3,0,0,20210314,English Second
16/03/2021,2020,Cardiff,Stoke,0,0,D,0,0,D,G Scott,13,9,2,5,11,13,5,3,1,1,0,0,20210316,English Second
16/03/2021,2020,Derby,Brentford,2,2,D,0,2,A,D Webb,11,10,3,4,10,9,7,4,0,0,0,0,20210316,English Second
16/03/2021,2020,Luton,Coventry,2,0,H,2,0,H,S Martin,20,8,6,1,15,14,5,4,2,0,0,1,20210316,English Second
16/03/2021,2020,Middlesbrough,Preston,2,0,H,1,0,H,O Langford,15,7,3,3,9,12,2,2,1,1,0,1,20210316,English Second
16/03/2021,2020,Rotherham,Watford,1,4,A,0,3,A,J Simpson,11,16,4,10,12,14,5,8,0,0,0,0,20210316,English Second
16/03/2021,2020,Bournemouth,Swansea,3,0,H,2,0,H,J Linington,17,7,3,2,12,13,8,7,1,0,0,0,20210316,English Second
17/03/2021,2020,Nott'm Forest,Norwich,0,2,A,0,2,A,L Doughty,5,22,1,7,13,6,4,5,0,1,0,0,20210317,English Second
17/03/2021,2020,QPR,Millwall,3,2,H,0,2,A,J Gillett,16,14,8,4,11,8,4,2,2,0,0,0,20210317,English Second
17/03/2021,2020,Wycombe,Barnsley,1,3,A,0,1,A,D Bond,7,14,3,4,13,11,5,8,2,3,0,1,20210317,English Second
17/03/2021,2020,Birmingham,Reading,2,1,H,1,1,D,A Woolmer,13,8,4,3,15,12,3,2,2,0,0,0,20210317,English Second
17/03/2021,2020,Blackburn,Bristol City,0,0,D,0,0,D,C Hicks,13,6,2,3,8,12,6,4,0,1,0,0,20210317,English Second
17/03/2021,2020,Sheffield Weds,Huddersfield,1,1,D,1,0,H,R Jones,8,9,2,3,9,9,2,6,1,1,0,0,20210317,English Second
20/03/2021,2020,Brentford,Nott'm Forest,1,1,D,1,0,H,G Scott,21,8,4,1,18,13,6,2,3,4,0,0,20210320,English Second
20/03/2021,2020,Barnsley,Sheffield Weds,1,2,A,0,1,A,T Robinson,9,6,4,2,8,17,6,2,1,4,0,0,20210320,English Second
20/03/2021,2020,Bristol City,Rotherham,0,2,A,0,1,A,M Donohue,10,7,1,4,8,10,7,2,1,1,0,0,20210320,English Second
20/03/2021,2020,Coventry,Wycombe,0,0,D,0,0,D,T Harrington,9,8,1,1,10,17,1,2,0,2,0,0,20210320,English Second
20/03/2021,2020,Millwall,Middlesbrough,1,0,H,1,0,H,J Linington,9,10,4,2,12,10,7,11,1,1,0,0,20210320,English Second
20/03/2021,2020,Norwich,Blackburn,1,1,D,0,0,D,K Stroud,16,11,7,4,12,11,5,4,0,0,0,0,20210320,English Second
20/03/2021,2020,Preston,Luton,0,1,A,0,0,D,T Bramall,9,20,2,4,12,11,4,3,0,0,0,0,20210320,English Second
20/03/2021,2020,Reading,QPR,1,1,D,0,1,A,D Whitestone,17,13,2,4,8,19,7,5,0,1,0,0,20210320,English Second
20/03/2021,2020,Stoke,Derby,1,0,H,0,0,D,J Gillett,11,5,3,0,9,17,1,2,1,1,0,0,20210320,English Second
20/03/2021,2020,Watford,Birmingham,3,0,H,1,0,H,D Bond,12,14,9,1,9,13,6,5,1,1,0,0,20210320,English Second
20/03/2021,2020,Swansea,Cardiff,0,1,A,0,1,A,P Tierney,23,9,1,7,7,14,11,0,0,3,0,0,20210320,English Second
02/04/2021,2020,Bournemouth,Middlesbrough,3,1,H,1,0,H,S Hooper,7,8,5,1,4,16,6,6,2,2,0,0,20210402,English Second
02/04/2021,2020,Bristol City,Stoke,0,2,A,0,1,A,M Salisbury,9,5,1,2,10,12,8,2,1,1,0,0,20210402,English Second
02/04/2021,2020,Cardiff,Nott'm Forest,0,1,A,0,1,A,G Ward,18,8,3,1,15,13,6,4,2,3,0,0,20210402,English Second
02/04/2021,2020,Derby,Luton,2,0,H,1,0,H,A Woolmer,11,13,5,3,14,11,5,4,4,2,0,0,20210402,English Second
02/04/2021,2020,Millwall,Rotherham,1,0,H,0,0,D,J Brooks,12,7,2,2,12,6,8,3,1,1,0,1,20210402,English Second
02/04/2021,2020,Preston,Norwich,1,1,D,0,1,A,D Whitestone,11,18,3,5,17,10,4,2,1,1,0,0,20210402,English Second
02/04/2021,2020,QPR,Coventry,3,0,H,2,0,H,J Simpson,17,10,10,3,17,7,6,6,1,0,0,0,20210402,English Second
02/04/2021,2020,Watford,Sheffield Weds,1,0,H,1,0,H,C Kavanagh,11,8,2,1,19,14,6,3,2,4,0,0,20210402,English Second
02/04/2021,2020,Wycombe,Blackburn,1,0,H,0,0,D,D Webb,9,11,2,2,17,13,7,4,1,1,0,0,20210402,English Second
02/04/2021,2020,Barnsley,Reading,1,1,D,0,1,A,G Eltringham,16,6,2,1,19,6,7,5,3,0,0,0,20210402,English Second
02/04/2021,2020,Birmingham,Swansea,1,0,H,0,0,D,T Harrington,10,7,4,3,17,9,2,4,1,0,0,0,20210402,English Second
03/04/2021,2020,Huddersfield,Brentford,1,1,D,1,0,H,O Langford,3,15,2,5,19,15,2,4,4,1,0,0,20210403,English Second
05/04/2021,2020,Middlesbrough,Watford,1,1,D,0,1,A,T Robinson,3,10,1,2,11,15,5,2,0,1,0,0,20210405,English Second
05/04/2021,2020,Blackburn,Bournemouth,0,2,A,0,1,A,D Bond,10,6,4,2,16,17,4,3,1,2,0,0,20210405,English Second
05/04/2021,2020,Coventry,Bristol City,3,1,H,1,0,H,G Eltringham,15,6,5,3,14,16,2,0,2,2,0,0,20210405,English Second
05/04/2021,2020,Luton,Barnsley,1,2,A,0,1,A,M Donohue,8,17,2,7,8,8,3,4,1,0,0,0,20210405,English Second
05/04/2021,2020,Nott'm Forest,QPR,3,1,H,1,0,H,K Stroud,20,8,8,2,9,11,6,2,3,1,0,0,20210405,English Second
05/04/2021,2020,Reading,Derby,3,1,H,1,0,H,J Moss,6,12,5,5,11,11,2,4,2,0,0,0,20210405,English Second
05/04/2021,2020,Rotherham,Wycombe,0,3,A,0,2,A,J Linington,19,11,7,5,14,17,6,2,1,2,0,0,20210405,English Second
05/04/2021,2020,Stoke,Millwall,1,2,A,1,1,D,G Ward,14,10,5,3,11,17,5,4,1,1,0,0,20210405,English Second
05/04/2021,2020,Swansea,Preston,0,1,A,0,0,D,P Bankes,9,14,0,3,9,16,1,6,2,0,0,0,20210405,English Second
05/04/2021,2020,Sheffield Weds,Cardiff,5,0,H,3,0,H,D Webb,12,17,6,3,15,11,4,7,0,0,0,0,20210405,English Second
06/04/2021,2020,Brentford,Birmingham,0,0,D,0,0,D,D Whitestone,9,7,4,0,12,13,5,3,0,0,0,0,20210406,English Second
06/04/2021,2020,Norwich,Huddersfield,7,0,H,5,0,H,J Gillett,22,7,11,2,8,12,7,3,0,1,0,0,20210406,English Second
09/04/2021,2020,Watford,Reading,2,0,H,2,0,H,J Linington,12,17,3,5,23,14,3,3,3,1,0,0,20210409,English Second
10/04/2021,2020,Millwall,Swansea,0,3,A,0,1,A,R Jones,12,10,2,5,13,8,4,3,0,0,0,0,20210410,English Second
10/04/2021,2020,Barnsley,Middlesbrough,2,0,H,0,0,D,K Stroud,13,5,5,2,12,7,5,6,1,0,0,0,20210410,English Second
10/04/2021,2020,Birmingham,Stoke,2,0,H,1,0,H,G Eltringham,9,5,3,1,13,13,3,4,1,1,0,0,20210410,English Second
10/04/2021,2020,Bournemouth,Coventry,4,1,H,2,1,H,D Webb,12,7,7,2,9,10,4,3,0,1,0,0,20210410,English Second
10/04/2021,2020,Bristol City,Nott'm Forest,0,0,D,0,0,D,S Martin,7,16,1,4,12,13,3,8,0,1,0,0,20210410,English Second
10/04/2021,2020,Cardiff,Blackburn,2,2,D,1,1,D,J Simpson,12,20,6,5,12,10,5,2,2,2,0,0,20210410,English Second
10/04/2021,2020,Derby,Norwich,0,1,A,0,1,A,M Salisbury,11,13,3,4,17,6,5,5,4,0,0,0,20210410,English Second
10/04/2021,2020,Huddersfield,Rotherham,0,0,D,0,0,D,L Mason,9,13,4,4,12,5,6,9,0,0,0,0,20210410,English Second
10/04/2021,2020,Preston,Brentford,0,5,A,0,2,A,T Harrington,8,18,1,9,8,8,3,7,1,0,0,0,20210410,English Second
10/04/2021,2020,QPR,Sheffield Weds,4,1,H,1,1,D,J Brooks,9,18,6,2,9,9,2,4,2,0,0,0,20210410,English Second
10/04/2021,2020,Wycombe,Luton,1,3,A,1,0,H,O Langford,7,13,4,6,10,12,4,3,1,1,1,0,20210410,English Second
13/04/2021,2020,Huddersfield,Bournemouth,1,2,A,0,2,A,J Simpson,9,15,3,5,14,8,6,5,0,2,0,0,20210413,English Second
13/04/2021,2020,Sheffield Weds,Swansea,0,2,A,0,1,A,M Donohue,6,6,1,3,5,9,6,5,0,0,0,0,20210413,English Second
13/04/2021,2020,Rotherham,QPR,3,1,H,0,0,D,D Whitestone,14,12,5,3,11,9,7,4,4,0,0,0,20210413,English Second
15/04/2021,2020,Rotherham,Coventry,0,1,A,0,0,D,J Gillett,4,12,0,4,16,14,5,5,3,1,0,0,20210415,English Second
16/04/2021,2020,Blackburn,Derby,2,1,H,1,1,D,S Martin,11,12,7,6,12,10,4,5,2,1,0,0,20210416,English Second
16/04/2021,2020,Reading,Cardiff,1,1,D,0,0,D,J Brooks,15,10,4,5,17,16,3,3,0,3,0,0,20210416,English Second
17/04/2021,2020,Brentford,Millwall,0,0,D,0,0,D,D Bond,10,4,1,1,12,11,5,4,1,1,0,0,20210417,English Second
17/04/2021,2020,Luton,Watford,1,0,H,0,0,D,G Ward,16,5,2,0,12,16,6,3,2,2,0,1,20210417,English Second
17/04/2021,2020,Middlesbrough,QPR,1,2,A,1,2,A,M Donohue,14,9,7,3,8,13,9,4,0,1,0,1,20210417,English Second
17/04/2021,2020,Nott'm Forest,Huddersfield,0,2,A,0,1,A,A Woolmer,16,10,3,4,14,13,5,2,0,2,0,0,20210417,English Second
17/04/2021,2020,Sheffield Weds,Bristol City,1,1,D,1,0,H,T Harrington,20,5,3,3,16,12,5,0,1,0,0,1,20210417,English Second
17/04/2021,2020,Stoke,Preston,0,0,D,0,0,D,J Linington,9,12,3,2,19,16,7,1,2,1,1,0,20210417,English Second
17/04/2021,2020,Swansea,Wycombe,2,2,D,0,0,D,K Stroud,14,15,8,5,9,14,4,5,1,3,0,0,20210417,English Second
17/04/2021,2020,Norwich,Bournemouth,1,3,A,1,0,H,G Scott,5,7,1,5,10,10,1,7,3,3,1,0,20210417,English Second
18/04/2021,2020,Rotherham,Birmingham,0,1,A,0,0,D,T Robinson,17,14,2,2,12,8,5,5,2,0,0,0,20210418,English Second
18/04/2021,2020,Coventry,Barnsley,2,0,H,1,0,H,L Mason,14,7,4,2,16,12,3,3,0,1,0,0,20210418,English Second
20/04/2021,2020,Brentford,Cardiff,1,1,D,0,0,D,D England,15,13,6,3,15,9,10,3,2,0,0,0,20210420,English Second
20/04/2021,2020,Norwich,Watford,0,1,A,0,0,D,T Robinson,14,23,2,5,13,11,5,13,3,4,0,0,20210420,English Second
20/04/2021,2020,Preston,Derby,3,0,H,1,0,H,G Eltringham,10,10,5,2,13,11,1,7,0,1,0,0,20210420,English Second
20/04/2021,2020,Sheffield Weds,Blackburn,1,0,H,1,0,H,P Tierney,14,9,6,4,6,6,3,2,2,2,0,0,20210420,English Second
20/04/2021,2020,Swansea,QPR,0,1,A,0,0,D,J Gillett,11,21,2,7,13,10,4,7,1,4,0,0,20210420,English Second
21/04/2021,2020,Millwall,Bournemouth,1,4,A,0,3,A,K Stroud,7,14,3,7,10,11,3,1,3,1,0,0,20210421,English Second
21/04/2021,2020,Rotherham,Middlesbrough,1,2,A,1,1,D,D Bond,6,25,1,5,12,14,3,13,2,3,1,0,20210421,English Second
21/04/2021,2020,Stoke,Coventry,2,3,A,0,1,A,O Langford,13,11,5,7,14,13,6,2,1,1,0,0,20210421,English Second
21/04/2021,2020,Wycombe,Bristol City,2,1,H,0,1,A,D Whitestone,22,9,6,3,12,11,5,2,1,0,0,0,20210421,English Second
21/04/2021,2020,Birmingham,Nott'm Forest,1,1,D,0,0,D,J Simpson,18,4,6,2,15,11,5,3,0,0,0,0,20210421,English Second
21/04/2021,2020,Huddersfield,Barnsley,0,1,A,0,0,D,D Webb,5,21,1,7,11,15,4,6,1,2,0,0,20210421,English Second
21/04/2021,2020,Luton,Reading,0,0,D,0,0,D,M Salisbury,12,12,4,1,13,10,7,8,2,1,0,0,20210421,English Second
24/04/2021,2020,Bournemouth,Brentford,0,1,A,0,0,D,J Brooks,4,18,1,6,13,18,3,5,1,3,0,1,20210424,English Second
24/04/2021,2020,Barnsley,Rotherham,1,0,H,1,0,H,G Ward,7,16,2,7,15,15,3,9,2,3,0,0,20210424,English Second
24/04/2021,2020,Blackburn,Huddersfield,5,2,H,2,1,H,T Robinson,16,8,12,1,9,7,7,2,3,1,0,0,20210424,English Second
24/04/2021,2020,Cardiff,Wycombe,2,1,H,1,1,D,M Donohue,10,15,4,2,15,15,7,6,3,1,1,0,20210424,English Second
24/04/2021,2020,Coventry,Preston,0,1,A,0,0,D,A Woolmer,10,10,1,4,16,14,5,2,3,2,0,0,20210424,English Second
24/04/2021,2020,Derby,Birmingham,1,2,A,1,0,H,R Jones,7,7,2,2,13,22,0,3,0,0,0,0,20210424,English Second
24/04/2021,2020,Middlesbrough,Sheffield Weds,3,1,H,1,1,D,J Gillett,14,18,5,6,12,9,8,7,1,0,0,0,20210424,English Second
24/04/2021,2020,Nott'm Forest,Stoke,1,1,D,0,1,A,A Davies,6,10,2,1,7,11,3,6,1,1,0,0,20210424,English Second
24/04/2021,2020,QPR,Norwich,1,3,A,0,1,A,J Linington,14,19,5,7,13,6,5,5,1,0,0,0,20210424,English Second
24/04/2021,2020,Watford,Millwall,1,0,H,1,0,H,D Whitestone,13,10,4,2,9,19,5,5,0,1,0,0,20210424,English Second
25/04/2021,2020,Reading,Swansea,2,2,D,1,0,H,J Brooks,14,15,4,4,13,15,7,4,1,2,0,0,20210425,English Second
25/04/2021,2020,Bristol City,Luton,2,3,A,2,0,H,J Busby,10,14,4,5,10,9,4,5,0,0,0,0,20210425,English Second
27/04/2021,2020,Brentford,Rotherham,1,0,H,1,0,H,M Salisbury,15,10,5,3,14,15,2,4,0,0,0,0,20210427,English Second
01/05/2021,2020,Sheffield Weds,Nott'm Forest,0,0,D,0,0,D,T Robinson,14,12,5,2,12,9,6,2,2,2,0,0,20210501,English Second
01/05/2021,2020,Birmingham,Cardiff,0,4,A,0,2,A,A Davies,11,13,1,7,11,20,4,4,1,1,0,0,20210501,English Second
01/05/2021,2020,Brentford,Watford,2,0,H,0,0,D,L Mason,13,7,3,4,11,13,5,1,2,1,0,0,20210501,English Second
01/05/2021,2020,Huddersfield,Coventry,1,1,D,0,0,D,K Stroud,7,13,3,5,10,16,7,4,2,1,0,0,20210501,English Second
01/05/2021,2020,Luton,Middlesbrough,1,1,D,1,1,D,J Simpson,10,6,2,1,20,14,10,6,1,0,0,0,20210501,English Second
01/05/2021,2020,Millwall,Bristol City,4,1,H,2,1,H,J Smith,20,4,12,1,13,9,5,0,2,1,0,0,20210501,English Second
01/05/2021,2020,Norwich,Reading,4,1,H,1,1,D,O Langford,23,7,12,2,13,21,5,2,2,2,0,0,20210501,English Second
01/05/2021,2020,Preston,Barnsley,2,0,H,1,0,H,M Donohue,9,11,4,2,14,11,6,4,1,2,0,0,20210501,English Second
01/05/2021,2020,Rotherham,Blackburn,1,1,D,0,1,A,T Harrington,14,17,5,6,16,12,4,7,3,0,0,0,20210501,English Second
01/05/2021,2020,Stoke,QPR,0,2,A,0,1,A,C Pawson,14,6,1,3,11,13,9,1,1,2,0,0,20210501,English Second
01/05/2021,2020,Swansea,Derby,2,1,H,0,0,D,D Bond,4,9,2,4,12,15,4,6,2,1,0,0,20210501,English Second
01/05/2021,2020,Wycombe,Bournemouth,1,0,H,1,0,H,G Eltringham,13,11,4,1,12,17,4,1,1,1,0,0,20210501,English Second
04/05/2021,2020,Luton,Rotherham,0,0,D,0,0,D,D Whitestone,13,9,3,2,11,8,6,7,0,1,0,0,20210504,English Second
08/05/2021,2020,Barnsley,Norwich,2,2,D,2,1,H,J Smith,15,5,7,2,23,5,2,1,3,1,0,0,20210508,English Second
08/05/2021,2020,Blackburn,Birmingham,5,2,H,2,1,H,K Stroud,18,5,8,3,8,17,5,1,0,3,0,0,20210508,English Second
08/05/2021,2020,Bournemouth,Stoke,0,2,A,0,1,A,D Webb,8,13,1,5,14,17,6,3,2,1,0,0,20210508,English Second
08/05/2021,2020,Bristol City,Brentford,1,3,A,0,0,D,J Linington,4,14,3,5,12,13,1,2,4,1,0,0,20210508,English Second
08/05/2021,2020,Cardiff,Rotherham,1,1,D,0,1,A,G Scott,9,17,3,4,12,15,6,4,1,2,0,0,20210508,English Second
08/05/2021,2020,Coventry,Millwall,6,1,H,2,0,H,M Salisbury,21,12,11,0,7,10,10,8,1,3,0,0,20210508,English Second
08/05/2021,2020,Derby,Sheffield Weds,3,3,D,0,1,A,M Dean,12,9,4,5,10,13,6,10,2,3,0,0,20210508,English Second
08/05/2021,2020,Middlesbrough,Wycombe,0,3,A,0,2,A,M Atkinson,5,16,0,5,11,15,6,6,0,1,0,0,20210508,English Second
08/05/2021,2020,Nott'm Forest,Preston,1,2,A,1,0,H,D Bond,16,7,3,3,10,12,4,3,1,1,0,0,20210508,English Second
08/05/2021,2020,QPR,Luton,3,1,H,1,1,D,T Harrington,9,17,4,4,14,6,8,6,1,1,0,0,20210508,English Second
08/05/2021,2020,Reading,Huddersfield,2,2,D,2,1,H,J Gillett,13,11,7,4,5,10,3,3,1,1,0,0,20210508,English Second
08/05/2021,2020,Watford,Swansea,2,0,H,0,0,D,G Eltringham,10,15,3,2,12,6,3,8,0,0,0,0,20210508,English Second
06/08/2021,2021,Bournemouth,West Brom,2,2,D,1,1,D,D Whitestone,7,15,4,5,11,13,4,8,1,3,0,0,20210806,English Second
07/08/2021,2021,Blackburn,Swansea,2,1,H,1,0,H,D Webb,21,7,10,4,11,10,7,5,4,2,0,0,20210807,English Second
07/08/2021,2021,Bristol City,Blackpool,1,1,D,1,0,H,A Davies,11,7,2,1,10,13,2,4,2,0,0,0,20210807,English Second
07/08/2021,2021,Cardiff,Barnsley,1,1,D,0,0,D,S Martin,10,10,6,3,7,6,2,4,0,0,0,0,20210807,English Second
07/08/2021,2021,Derby,Huddersfield,1,1,D,1,1,D,G Eltringham,11,17,3,6,17,15,4,6,3,2,0,0,20210807,English Second
07/08/2021,2021,Luton,Peterboro,3,0,H,1,0,H,A Woolmer,12,4,6,1,18,7,7,2,1,5,0,0,20210807,English Second
07/08/2021,2021,Preston,Hull,1,4,A,1,1,D,G Ward,7,16,4,5,9,6,2,7,2,2,0,0,20210807,English Second
07/08/2021,2021,QPR,Millwall,1,1,D,1,1,D,O Langford,11,10,4,3,11,18,7,5,0,3,0,0,20210807,English Second
07/08/2021,2021,Stoke,Reading,3,2,H,2,1,H,M Donohue,18,11,6,5,16,7,6,9,0,2,0,0,20210807,English Second
07/08/2021,2021,Sheffield United,Birmingham,0,1,A,0,1,A,T Robinson,16,9,2,2,3,12,8,2,1,6,0,0,20210807,English Second
08/08/2021,2021,Fulham,Middlesbrough,1,1,D,1,0,H,K Stroud,16,7,3,1,14,14,4,2,2,3,0,0,20210808,English Second
08/08/2021,2021,Coventry,Nott'm Forest,2,1,H,0,1,A,J Linington,12,10,6,2,16,12,0,5,4,1,0,0,20210808,English Second
14/08/2021,2021,Peterboro,Derby,2,1,H,0,0,D,D Webb,13,7,4,2,9,13,2,5,4,2,0,0,20210814,English Second
14/08/2021,2021,Barnsley,Coventry,1,0,H,1,0,H,J Busby,8,12,1,2,16,14,1,5,8,2,0,0,20210814,English Second
14/08/2021,2021,Birmingham,Stoke,0,0,D,0,0,D,G Ward,9,8,2,2,7,8,7,6,1,2,0,0,20210814,English Second
14/08/2021,2021,Blackpool,Cardiff,0,2,A,0,0,D,A Woolmer,8,17,2,8,9,18,5,3,1,1,0,0,20210814,English Second
14/08/2021,2021,Huddersfield,Fulham,1,5,A,1,3,A,D Whitestone,9,15,2,11,10,9,5,7,1,1,0,1,20210814,English Second
14/08/2021,2021,Hull,QPR,0,3,A,0,1,A,M Donohue,12,14,4,8,6,7,7,2,0,0,1,0,20210814,English Second
14/08/2021,2021,Middlesbrough,Bristol City,2,1,H,1,0,H,O Langford,13,10,7,2,15,13,1,1,1,1,0,0,20210814,English Second
14/08/2021,2021,Millwall,Blackburn,1,1,D,0,0,D,A Davies,15,2,2,1,10,15,7,3,1,2,0,0,20210814,English Second
14/08/2021,2021,Nott'm Forest,Bournemouth,1,2,A,0,1,A,G Eltringham,15,8,5,3,8,16,6,4,2,1,0,1,20210814,English Second
14/08/2021,2021,Reading,Preston,2,1,H,1,0,H,J Smith,12,13,2,5,11,16,2,12,3,0,0,0,20210814,English Second
14/08/2021,2021,West Brom,Luton,3,2,H,2,0,H,T Robinson,18,11,6,5,15,9,8,4,2,2,0,0,20210814,English Second
14/08/2021,2021,Swansea,Sheffield United,0,0,D,0,0,D,K Stroud,8,8,1,2,8,14,1,6,1,2,0,0,20210814,English Second
17/08/2021,2021,Barnsley,Luton,0,1,A,0,1,A,O Langford,10,7,3,4,13,13,4,4,1,4,0,0,20210817,English Second
17/08/2021,2021,Blackpool,Coventry,0,1,A,0,1,A,K Stroud,12,19,4,5,7,11,6,11,2,4,0,0,20210817,English Second
17/08/2021,2021,Huddersfield,Preston,1,0,H,0,0,D,J Linington,7,8,0,2,12,7,4,4,3,2,0,0,20210817,English Second
17/08/2021,2021,Millwall,Fulham,1,2,A,0,2,A,G Eltringham,7,16,2,6,11,11,2,5,4,2,0,0,20210817,English Second
17/08/2021,2021,Peterboro,Cardiff,2,2,D,0,0,D,T Bramall,8,9,3,3,9,18,0,6,1,2,0,0,20210817,English Second
