Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
08/12/2020,2020,Coventry,Luton,0,0,D,0,0,D,A Woolmer,7,6,1,1,14,20,4,7,3,2,0,0,20201208,English Second
08/12/2020,2020,Huddersfield,Sheffield Weds,2,0,H,2,0,H,K Stroud,13,5,2,2,8,14,2,8,1,3,0,0,20201208,English Second
08/12/2020,2020,Millwall,QPR,1,1,D,0,0,D,J Gillett,17,11,4,6,6,16,2,2,0,3,0,0,20201208,English Second
08/12/2020,2020,Stoke,Cardiff,1,2,A,1,0,H,T Harrington,5,4,1,2,13,11,3,4,2,1,0,0,20201208,English Second
08/12/2020,2020,Swansea,Bournemouth,0,0,D,0,0,D,P Bankes,6,14,1,1,10,14,1,3,1,3,0,0,20201208,English Second
08/12/2020,2020,Watford,Rotherham,2,0,H,2,0,H,G Ward,12,10,3,1,11,15,2,4,0,2,0,0,20201208,English Second
09/12/2020,2020,Preston,Middlesbrough,3,0,H,0,0,D,A Madley,11,10,6,3,10,8,0,4,0,1,0,0,20201209,English Second
09/12/2020,2020,Barnsley,Wycombe,2,1,H,1,0,H,G Eltringham,14,6,8,2,15,11,7,5,3,3,0,0,20201209,English Second
09/12/2020,2020,Brentford,Derby,0,0,D,0,0,D,D Webb,12,5,0,0,13,8,10,2,2,1,0,0,20201209,English Second
09/12/2020,2020,Bristol City,Blackburn,1,0,H,0,0,D,S Martin,16,21,3,7,11,7,5,8,1,0,0,0,20201209,English Second
09/12/2020,2020,Norwich,Nott'm Forest,2,1,H,1,0,H,D Bond,19,13,6,2,12,7,7,7,4,1,0,0,20201209,English Second
09/12/2020,2020,Reading,Birmingham,1,2,A,0,2,A,T Robinson,10,5,2,3,9,25,4,1,1,3,0,1,20201209,English Second
12/12/2020,2020,Cardiff,Swansea,0,2,A,0,1,A,J Brooks,8,11,2,4,19,12,2,3,2,2,1,0,20201212,English Second
12/12/2020,2020,Birmingham,Watford,0,1,A,0,0,D,M Donohue,9,4,2,3,13,10,5,6,1,1,1,0,20201212,English Second
12/12/2020,2020,Blackburn,Norwich,1,2,A,0,1,A,D Whitestone,20,17,7,7,6,16,6,3,0,1,0,0,20201212,English Second
12/12/2020,2020,Bournemouth,Huddersfield,5,0,H,3,0,H,O Langford,13,12,8,5,11,8,3,2,1,1,0,0,20201212,English Second
12/12/2020,2020,Derby,Stoke,0,0,D,0,0,D,A Woolmer,11,4,5,1,16,14,8,3,3,1,0,0,20201212,English Second
12/12/2020,2020,Luton,Preston,3,0,H,2,0,H,J Simpson,19,4,5,1,16,7,10,4,0,0,0,0,20201212,English Second
12/12/2020,2020,Middlesbrough,Millwall,3,0,H,3,0,H,D Bond,16,4,6,1,9,14,7,0,1,1,0,0,20201212,English Second
12/12/2020,2020,Nott'm Forest,Brentford,1,3,A,0,1,A,G Eltringham,12,10,6,6,14,14,6,6,2,3,1,0,20201212,English Second
12/12/2020,2020,QPR,Reading,0,1,A,0,0,D,T Harrington,9,6,2,2,12,5,2,3,1,0,0,0,20201212,English Second
12/12/2020,2020,Rotherham,Bristol City,2,0,H,2,0,H,L Doughty,22,4,8,2,13,14,6,3,2,1,0,0,20201212,English Second
12/12/2020,2020,Sheffield Weds,Barnsley,1,2,A,1,2,A,J Linington,7,11,4,3,12,10,6,4,1,0,0,0,20201212,English Second
12/12/2020,2020,Wycombe,Coventry,1,2,A,0,2,A,A Davies,11,9,3,3,23,15,4,4,1,4,0,0,20201212,English Second
15/12/2020,2020,QPR,Stoke,0,0,D,0,0,D,K Stroud,12,6,2,2,12,7,5,3,2,1,0,0,20201215,English Second
15/12/2020,2020,Barnsley,Preston,2,1,H,0,1,A,D Whitestone,11,4,3,3,11,12,3,2,2,2,0,0,20201215,English Second
15/12/2020,2020,Bournemouth,Wycombe,1,0,H,0,0,D,M Donohue,22,10,7,3,7,13,8,4,1,1,0,1,20201215,English Second
15/12/2020,2020,Bristol City,Millwall,0,2,A,0,1,A,D Webb,3,13,1,5,14,11,0,2,1,0,1,0,20201215,English Second
15/12/2020,2020,Nott'm Forest,Sheffield Weds,2,0,H,1,0,H,S Martin,12,5,4,1,12,10,6,1,0,1,0,0,20201215,English Second
15/12/2020,2020,Watford,Brentford,1,1,D,0,0,D,J Linington,14,12,3,2,18,12,2,0,4,0,0,1,20201215,English Second
16/12/2020,2020,Derby,Swansea,2,0,H,2,0,H,G Ward,11,4,5,0,16,12,2,5,0,1,0,0,20201216,English Second
16/12/2020,2020,Cardiff,Birmingham,3,2,H,1,1,D,M Salisbury,13,15,7,4,10,19,8,1,2,2,0,0,20201216,English Second
16/12/2020,2020,Middlesbrough,Luton,1,0,H,0,0,D,A Davies,4,11,2,3,12,12,4,8,1,1,1,0,20201216,English Second
16/12/2020,2020,Blackburn,Rotherham,2,1,H,0,0,D,A Gillett,11,10,4,1,12,12,3,0,2,3,0,0,20201216,English Second
16/12/2020,2020,Coventry,Huddersfield,0,0,D,0,0,D,T Robinson,5,6,3,2,15,12,0,3,1,1,0,0,20201216,English Second
16/12/2020,2020,Reading,Norwich,1,2,A,1,1,D,G Eltringham,7,11,2,6,15,10,4,5,1,0,0,0,20201216,English Second
18/12/2020,2020,Preston,Bristol City,1,0,H,1,0,H,G Eltringham,14,8,4,3,14,10,9,7,1,0,0,0,20201218,English Second
19/12/2020,2020,Norwich,Cardiff,2,0,H,1,0,H,T Robinson,16,10,5,3,14,16,6,7,0,4,0,0,20201219,English Second
19/12/2020,2020,Birmingham,Middlesbrough,1,4,A,1,2,A,S Martin,9,6,2,4,17,10,4,2,0,0,0,0,20201219,English Second
19/12/2020,2020,Brentford,Reading,3,1,H,3,0,H,K Stroud,11,9,4,5,17,6,5,5,2,1,0,0,20201219,English Second
19/12/2020,2020,Huddersfield,Watford,2,0,H,2,0,H,L Doughty,10,21,3,5,13,11,5,7,2,1,0,0,20201219,English Second
19/12/2020,2020,Luton,Bournemouth,0,0,D,0,0,D,D Whitestone,8,16,4,2,16,12,6,7,1,1,0,0,20201219,English Second
19/12/2020,2020,Millwall,Nott'm Forest,1,1,D,0,0,D,O Langford,15,4,5,1,13,15,5,2,2,4,0,0,20201219,English Second
19/12/2020,2020,Sheffield Weds,Coventry,1,0,H,0,0,D,J Brooks,12,13,4,5,15,10,5,3,2,1,0,0,20201219,English Second
19/12/2020,2020,Stoke,Blackburn,1,0,H,1,0,H,D Webb,3,15,1,3,9,9,2,6,1,0,0,0,20201219,English Second
19/12/2020,2020,Swansea,Barnsley,2,0,H,1,0,H,A Davies,6,8,2,1,10,11,4,6,1,1,0,0,20201219,English Second
19/12/2020,2020,Wycombe,QPR,1,1,D,0,1,A,G Ward,15,11,7,5,17,10,5,8,2,1,0,0,20201219,English Second
26/12/2020,2020,Barnsley,Huddersfield,2,1,H,1,1,D,D Webb,10,6,7,1,15,8,5,4,1,0,0,0,20201226,English Second
26/12/2020,2020,Blackburn,Sheffield Weds,1,1,D,0,1,A,T Harrington,16,7,4,1,7,9,5,1,1,0,0,0,20201226,English Second
26/12/2020,2020,Bristol City,Wycombe,2,1,H,1,0,H,K Stroud,9,13,4,1,15,11,7,7,0,2,0,0,20201226,English Second
26/12/2020,2020,Cardiff,Brentford,2,3,A,1,0,H,D Whitestone,6,16,3,7,13,7,3,6,1,0,0,0,20201226,English Second
26/12/2020,2020,Coventry,Stoke,0,0,D,0,0,D,J Gillett,7,11,2,1,12,11,7,6,0,1,0,0,20201226,English Second
26/12/2020,2020,Derby,Preston,0,1,A,0,0,D,D Bond,5,9,1,4,11,10,2,7,0,1,1,0,20201226,English Second
26/12/2020,2020,Nott'm Forest,Birmingham,0,0,D,0,0,D,J Simpson,14,8,6,3,11,18,7,3,3,2,0,0,20201226,English Second
26/12/2020,2020,QPR,Swansea,0,2,A,0,1,A,S Martin,12,6,1,4,16,12,7,3,1,1,0,0,20201226,English Second
26/12/2020,2020,Reading,Luton,2,1,H,2,0,H,M Donohue,4,8,2,3,18,10,2,4,1,2,0,0,20201226,English Second
26/12/2020,2020,Watford,Norwich,1,0,H,1,0,H,J Brooks,7,16,1,3,18,8,11,4,4,0,0,0,20201226,English Second
29/12/2020,2020,Birmingham,Derby,0,4,A,0,3,A,T Harrington,7,20,1,9,17,14,2,7,0,1,0,0,20201229,English Second
29/12/2020,2020,Sheffield Weds,Middlesbrough,2,1,H,2,0,H,G Eltringham,5,21,3,3,14,11,2,5,1,2,0,0,20201229,English Second
29/12/2020,2020,Huddersfield,Blackburn,2,1,H,0,0,D,M Donohue,15,16,7,4,17,12,5,3,3,2,0,0,20201229,English Second
29/12/2020,2020,Luton,Bristol City,2,1,H,1,0,H,G Ward,11,8,5,1,15,11,6,3,1,1,0,0,20201229,English Second
29/12/2020,2020,Norwich,QPR,1,1,D,0,0,D,O Langford,23,12,9,3,10,17,8,7,3,6,0,0,20201229,English Second
29/12/2020,2020,Preston,Coventry,2,0,H,1,0,H,K Stroud,7,10,4,4,18,12,3,8,3,0,0,0,20201229,English Second
29/12/2020,2020,Rotherham,Barnsley,1,2,A,0,2,A,S Martin,10,7,5,3,14,13,5,1,3,1,0,0,20201229,English Second
29/12/2020,2020,Wycombe,Cardiff,2,1,H,1,0,H,L Doughty,12,16,4,3,11,12,5,7,2,2,0,0,20201229,English Second
29/12/2020,2020,Stoke,Nott'm Forest,1,1,D,1,0,H,D Whitestone,6,14,4,2,11,13,1,9,1,0,0,0,20201229,English Second
30/12/2020,2020,Brentford,Bournemouth,2,1,H,1,1,D,J Gillett,16,11,8,6,9,8,7,6,0,1,0,0,20201230,English Second
30/12/2020,2020,Swansea,Reading,0,0,D,0,0,D,D Webb,11,8,6,3,12,14,7,2,1,0,0,0,20201230,English Second
01/01/2021,2020,Sheffield Weds,Derby,1,0,H,0,0,D,M Donohue,10,14,5,3,11,14,0,7,0,2,0,0,20210101,English Second
02/01/2021,2020,Birmingham,Blackburn,0,2,A,0,1,A,G Ward,7,11,1,6,13,9,7,3,1,3,0,0,20210102,English Second
02/01/2021,2020,Huddersfield,Reading,1,2,A,1,0,H,J Simpson,7,8,2,5,17,9,4,4,2,1,0,0,20210102,English Second
02/01/2021,2020,Millwall,Coventry,1,2,A,0,2,A,J Linington,6,17,3,5,18,9,3,9,1,1,1,0,20210102,English Second
02/01/2021,2020,Norwich,Barnsley,1,0,H,0,0,D,M Salisbury,11,8,6,2,5,13,7,2,0,1,0,0,20210102,English Second
02/01/2021,2020,Preston,Nott'm Forest,0,1,A,0,0,D,T Robinson,14,10,3,1,7,12,6,7,1,3,0,0,20210102,English Second
02/01/2021,2020,Swansea,Watford,2,1,H,1,1,D,D Bond,13,11,5,3,12,13,6,8,3,2,0,0,20210102,English Second
02/01/2021,2020,Wycombe,Middlesbrough,1,3,A,1,2,A,J Gillett,12,21,2,7,14,9,6,10,2,3,0,0,20210102,English Second
02/01/2021,2020,Stoke,Bournemouth,0,1,A,0,0,D,J Brooks,11,10,3,2,11,14,2,3,4,1,0,0,20210102,English Second
12/01/2021,2020,Luton,QPR,0,2,A,0,1,A,A Woolmer,9,13,2,8,7,11,2,6,0,1,0,0,20210112,English Second
12/01/2021,2020,Bournemouth,Millwall,1,1,D,1,0,H,T Robinson,6,15,2,6,13,10,7,7,1,2,0,0,20210112,English Second
16/01/2021,2020,Middlesbrough,Birmingham,0,1,A,0,1,A,D England,8,6,3,2,12,16,6,4,1,2,0,0,20210116,English Second
16/01/2021,2020,Blackburn,Stoke,1,1,D,0,1,A,G Eltringham,7,14,3,2,11,14,2,7,1,2,0,1,20210116,English Second
16/01/2021,2020,Bournemouth,Luton,0,1,A,0,0,D,D Webb,14,8,4,4,12,16,8,4,1,2,1,0,20210116,English Second
16/01/2021,2020,Bristol City,Preston,2,0,H,1,0,H,D Whitestone,13,9,5,1,12,10,5,2,1,1,0,0,20210116,English Second
16/01/2021,2020,Cardiff,Norwich,1,2,A,0,2,A,T Harrington,12,17,4,7,26,15,3,7,3,0,1,0,20210116,English Second
16/01/2021,2020,Derby,Rotherham,0,1,A,0,0,D,J Linington,9,10,4,3,15,13,7,2,2,1,0,0,20210116,English Second
16/01/2021,2020,Nott'm Forest,Millwall,3,1,H,1,0,H,K Stroud,17,15,5,5,11,9,5,8,1,0,0,0,20210116,English Second
16/01/2021,2020,Watford,Huddersfield,2,0,H,0,0,D,M Salisbury,10,5,7,1,10,12,4,3,3,2,0,0,20210116,English Second
16/01/2021,2020,Barnsley,Swansea,0,2,A,0,1,A,J Simpson,15,7,3,2,11,8,8,5,1,1,0,0,20210116,English Second
19/01/2021,2020,Derby,Bournemouth,1,0,H,1,0,H,O Langford,12,10,6,2,12,12,3,4,0,1,0,0,20210119,English Second
19/01/2021,2020,Reading,Coventry,3,0,H,1,0,H,D Whitestone,12,7,6,2,12,17,0,5,3,1,0,1,20210119,English Second
19/01/2021,2020,Rotherham,Stoke,3,3,D,1,1,D,M Donohue,13,11,3,4,10,14,5,7,2,0,0,0,20210119,English Second
19/01/2021,2020,Watford,Barnsley,1,0,H,1,0,H,T Robinson,9,11,3,0,13,11,5,3,1,1,0,0,20210119,English Second
20/01/2021,2020,Norwich,Bristol City,2,0,H,1,0,H,J Linington,14,3,6,0,5,11,6,3,1,1,0,0,20210120,English Second
20/01/2021,2020,Brentford,Luton,1,0,H,1,0,H,S Martin,15,11,5,3,14,17,6,5,1,1,1,1,20210120,English Second
20/01/2021,2020,Cardiff,QPR,0,1,A,0,0,D,D Bond,11,11,6,5,12,16,4,6,0,3,0,0,20210120,English Second
20/01/2021,2020,Huddersfield,Millwall,0,1,A,0,1,A,P Bankes,8,5,1,1,13,14,3,7,0,2,0,0,20210120,English Second
20/01/2021,2020,Nott'm Forest,Middlesbrough,1,2,A,0,1,A,A Woolmer,5,16,1,4,21,12,4,6,3,2,1,0,20210120,English Second
20/01/2021,2020,Birmingham,Preston,0,1,A,0,0,D,T Harrington,14,5,2,2,9,8,5,3,2,0,0,0,20210120,English Second
22/01/2021,2020,Stoke,Watford,1,2,A,0,0,D,O Langford,14,7,3,4,10,15,8,4,1,2,0,0,20210122,English Second
23/01/2021,2020,QPR,Derby,0,1,A,0,0,D,T Robinson,12,6,2,2,15,11,8,5,2,1,0,0,20210123,English Second
24/01/2021,2020,Preston,Reading,0,0,D,0,0,D,G Eltringham,8,12,2,4,18,9,4,5,4,0,0,0,20210124,English Second
24/01/2021,2020,Middlesbrough,Blackburn,0,1,A,0,0,D,D Whitestone,12,7,3,2,11,15,7,5,3,1,0,0,20210124,English Second
26/01/2021,2020,Bristol City,Huddersfield,2,1,H,2,0,H,S Martin,4,26,2,6,11,8,0,13,3,2,0,0,20210126,English Second
26/01/2021,2020,Millwall,Watford,0,0,D,0,0,D,J Simpson,4,13,2,5,10,17,2,8,2,4,0,0,20210126,English Second
27/01/2021,2020,Barnsley,Cardiff,2,2,D,1,0,H,A Woolmer,12,11,4,4,21,13,1,3,0,0,0,0,20210127,English Second
27/01/2021,2020,Coventry,Sheffield Weds,2,0,H,0,0,D,L Doughty,14,6,5,1,8,14,5,7,2,3,0,0,20210127,English Second
27/01/2021,2020,Middlesbrough,Rotherham,0,3,A,0,1,A,M Salisbury,14,11,1,6,13,14,7,3,0,0,0,0,20210127,English Second
27/01/2021,2020,Swansea,Brentford,1,1,D,0,0,D,J Brooks,2,21,1,5,17,11,1,9,3,0,1,0,20210127,English Second
29/01/2021,2020,Reading,Bournemouth,3,1,H,3,0,H,J Linington,18,19,9,5,12,19,2,12,1,1,0,0,20210129,English Second
30/01/2021,2020,Norwich,Middlesbrough,0,0,D,0,0,D,k Stroud,10,12,0,3,12,19,3,7,0,2,1,0,20210130,English Second
30/01/2021,2020,Birmingham,Coventry,1,1,D,1,1,D,G Eltringham,13,13,3,3,19,11,9,0,3,1,0,0,20210130,English Second
30/01/2021,2020,Blackburn,Luton,1,0,H,0,0,D,J Simpson,10,7,2,1,12,16,3,3,1,1,0,0,20210130,English Second
30/01/2021,2020,Brentford,Wycombe,7,2,H,2,2,D,M Salisbury,22,11,13,5,11,18,5,2,0,1,0,0,20210130,English Second
30/01/2021,2020,Cardiff,Millwall,1,1,D,0,1,A,M Donohue,17,5,3,1,10,14,5,3,3,0,0,0,20210130,English Second
30/01/2021,2020,Derby,Bristol City,1,0,H,1,0,H,D England,12,4,6,2,14,13,4,0,1,1,0,0,20210130,English Second
30/01/2021,2020,Huddersfield,Stoke,1,1,D,1,1,D,G Ward,18,7,4,1,12,9,10,3,0,1,0,1,20210130,English Second
30/01/2021,2020,Nott'm Forest,Barnsley,0,0,D,0,0,D,L Doughty,6,12,1,3,10,16,4,8,1,2,0,0,20210130,English Second
30/01/2021,2020,Rotherham,Swansea,1,3,A,0,2,A,T Harrington,13,6,2,5,9,10,7,7,1,1,0,0,20210130,English Second
30/01/2021,2020,Sheffield Weds,Preston,1,0,H,1,0,H,A Marriner,10,10,2,3,7,7,6,3,1,1,0,0,20210130,English Second
01/02/2021,2020,Watford,QPR,1,2,A,0,0,D,J Gillett,10,13,4,5,9,12,7,5,2,1,0,0,20210201,English Second
02/02/2021,2020,Millwall,Norwich,0,0,D,0,0,D,S Martin,15,17,3,2,14,6,4,4,1,2,0,0,20210202,English Second
02/02/2021,2020,Bournemouth,Sheffield Weds,1,2,A,0,1,A,A Woolmer,12,14,5,5,8,11,7,5,1,2,0,0,20210202,English Second
02/02/2021,2020,Coventry,Nott'm Forest,1,2,A,1,1,D,T Harrington,14,6,5,1,11,16,6,5,1,4,0,0,20210202,English Second
02/02/2021,2020,Wycombe,Birmingham,0,0,D,0,0,D,J Brooks,3,18,2,5,15,10,4,7,1,1,0,1,20210202,English Second
03/02/2021,2020,Rotherham,Derby,3,0,H,0,0,D,J Simpson,9,10,4,2,16,12,5,5,2,3,0,0,20210203,English Second
03/02/2021,2020,Brentford,Bristol City,3,2,H,1,1,D,T Robinson,17,7,8,4,8,14,5,3,0,0,0,0,20210203,English Second
05/02/2021,2020,Swansea,Norwich,2,0,H,1,0,H,S Hooper,9,13,4,1,13,12,4,2,3,2,0,0,20210205,English Second
06/02/2021,2020,Coventry,Watford,0,0,D,0,0,D,G Scott,14,13,6,3,9,18,5,6,0,2,0,0,20210206,English Second
06/02/2021,2020,Bournemouth,Birmingham,3,2,H,1,1,D,J Simpson,8,9,4,6,9,19,2,6,1,2,0,0,20210206,English Second
06/02/2021,2020,Bristol City,Cardiff,0,2,A,0,2,A,J Gillett,7,12,1,4,12,14,3,11,3,2,0,0,20210206,English Second
06/02/2021,2020,Luton,Huddersfield,1,1,D,1,0,H,L Doughty,14,7,4,2,14,18,7,6,1,3,0,1,20210206,English Second
06/02/2021,2020,Middlesbrough,Brentford,1,4,A,1,1,D,D Bond,11,15,6,6,11,16,7,2,1,2,0,0,20210206,English Second
06/02/2021,2020,Millwall,Sheffield Weds,4,1,H,1,1,D,G Eltringham,21,4,9,2,10,14,9,1,1,1,0,0,20210206,English Second
06/02/2021,2020,Preston,Rotherham,1,2,A,0,1,A,G Ward,14,15,6,5,9,15,5,3,1,3,0,0,20210206,English Second
06/02/2021,2020,QPR,Blackburn,1,0,H,0,0,D,T Harrington,12,15,2,7,17,11,5,7,3,2,0,0,20210206,English Second
06/02/2021,2020,Stoke,Reading,0,0,D,0,0,D,T Robinson,10,8,2,1,14,8,6,4,3,0,0,0,20210206,English Second
06/02/2021,2020,Wycombe,Nott'm Forest,0,3,A,0,1,A,J Linington,11,17,1,5,17,12,3,6,0,0,0,0,20210206,English Second
09/02/2021,2020,Rotherham,Cardiff,1,2,A,0,1,A,G Eltringham,15,12,3,6,13,11,12,7,0,0,0,0,20210209,English Second
09/02/2021,2020,Sheffield Weds,Wycombe,2,0,H,1,0,H,G Ward,15,6,8,2,15,14,9,2,0,2,0,0,20210209,English Second
10/02/2021,2020,Reading,Brentford,1,3,A,1,1,D,T Harrington,8,5,3,4,17,12,9,5,1,0,0,0,20210210,English Second
12/02/2021,2020,Blackburn,Preston,1,2,A,1,2,A,D Webb,15,9,2,3,7,16,6,5,0,2,0,0,20210212,English Second
13/02/2021,2020,Nott'm Forest,Bournemouth,0,0,D,0,0,D,C Kavanagh,10,4,3,0,14,12,3,6,2,1,0,0,20210213,English Second
13/02/2021,2020,Birmingham,Luton,0,1,A,0,1,A,G Ward,4,9,1,4,18,16,4,7,2,1,0,0,20210213,English Second
13/02/2021,2020,Cardiff,Coventry,3,1,H,2,0,H,J Linington,8,21,3,5,24,11,1,4,3,1,0,0,20210213,English Second
13/02/2021,2020,Derby,Middlesbrough,2,1,H,2,1,H,M Donohue,10,7,5,5,17,17,3,1,2,1,0,0,20210213,English Second
13/02/2021,2020,Huddersfield,Wycombe,2,3,A,2,1,H,K Stroud,10,16,4,7,11,17,2,2,4,4,0,0,20210213,English Second
13/02/2021,2020,Norwich,Stoke,4,1,H,2,0,H,J Simpson,16,11,7,3,8,10,3,7,0,2,0,0,20210213,English Second
13/02/2021,2020,Reading,Millwall,1,2,A,1,0,H,A Woolmer,17,16,6,4,8,17,4,5,0,2,0,0,20210213,English Second
13/02/2021,2020,Watford,Bristol City,6,0,H,4,0,H,J Brooks,17,4,7,1,12,9,11,2,2,3,0,0,20210213,English Second
14/02/2021,2020,Brentford,Barnsley,0,2,A,0,1,A,D Coote,14,11,3,6,9,24,7,5,1,4,0,0,20210214,English Second
16/02/2021,2020,Preston,Watford,0,1,A,0,0,D,T Harrington,12,9,0,1,14,10,4,8,0,1,0,0,20210216,English Second
16/02/2021,2020,Stoke,Sheffield Weds,1,0,H,0,0,D,J Linington,11,5,6,2,15,14,7,4,1,1,0,0,20210216,English Second
16/02/2021,2020,Bristol City,Reading,0,2,A,0,2,A,O Langford,5,14,1,5,24,7,5,6,4,3,0,0,20210216,English Second
16/02/2021,2020,Middlesbrough,Huddersfield,2,1,H,2,1,H,J Simpson,11,16,5,5,14,17,9,4,1,1,1,0,20210216,English Second
16/02/2021,2020,Wycombe,Derby,1,2,A,0,1,A,K Friend,17,14,6,3,14,15,5,3,2,2,0,0,20210216,English Second
16/02/2021,2020,Luton,Cardiff,0,2,A,0,0,D,T Robinson,8,10,3,7,13,13,9,5,0,1,0,0,20210216,English Second
17/02/2021,2020,Coventry,Norwich,0,2,A,0,2,A,J Gillett,10,12,4,5,20,8,4,5,1,3,0,0,20210217,English Second
17/02/2021,2020,Millwall,Birmingham,2,0,H,1,0,H,D Bond,8,12,4,3,14,18,2,5,2,2,0,0,20210217,English Second
17/02/2021,2020,QPR,Brentford,2,1,H,0,1,A,G Ward,9,10,3,2,17,16,5,4,5,1,0,0,20210217,English Second
17/02/2021,2020,Swansea,Nott'm Forest,1,0,H,0,0,D,G Eltringham,5,11,2,3,9,10,7,6,1,0,0,0,20210217,English Second
17/02/2021,2020,Barnsley,Blackburn,2,1,H,0,0,D,M Donohue,16,8,6,3,10,11,7,2,1,1,0,0,20210217,English Second
17/02/2021,2020,Bournemouth,Rotherham,1,0,H,1,0,H,K Stroud,11,7,6,1,9,10,5,4,0,3,0,0,20210217,English Second
19/02/2021,2020,Watford,Derby,2,1,H,2,0,H,T Robinson,8,4,4,0,12,9,3,10,2,2,0,0,20210219,English Second
20/02/2021,2020,Coventry,Brentford,2,0,H,1,0,H,S Martin,11,10,5,2,14,15,4,7,2,0,0,0,20210220,English Second
20/02/2021,2020,Bristol City,Barnsley,0,1,A,0,0,D,J Linington,1,15,1,5,8,14,0,5,1,2,0,0,20210220,English Second
20/02/2021,2020,Cardiff,Preston,4,0,H,1,0,H,J Simpson,12,12,8,5,9,8,1,5,2,0,0,0,20210220,English Second
20/02/2021,2020,Huddersfield,Swansea,4,1,H,1,1,D,J Brooks,11,9,5,3,8,10,4,4,1,1,0,0,20210220,English Second
20/02/2021,2020,Millwall,Wycombe,0,0,D,0,0,D,J Gillett,13,9,3,3,15,14,2,0,2,1,0,0,20210220,English Second
20/02/2021,2020,Norwich,Rotherham,1,0,H,1,0,H,T Harrington,13,9,4,2,9,17,3,5,0,1,0,0,20210220,English Second
20/02/2021,2020,Nott'm Forest,Blackburn,1,0,H,1,0,H,K Stroud,13,12,3,5,18,19,2,2,2,1,0,0,20210220,English Second
20/02/2021,2020,QPR,Bournemouth,2,1,H,0,0,D,D Bond,11,11,5,5,16,9,2,3,3,1,0,0,20210220,English Second
20/02/2021,2020,Reading,Middlesbrough,0,2,A,0,2,A,D Webb,13,8,3,5,8,17,5,4,2,2,0,0,20210220,English Second
20/02/2021,2020,Sheffield Weds,Birmingham,0,1,A,0,0,D,L Mason,10,7,3,2,7,14,7,2,0,2,1,0,20210220,English Second
20/02/2021,2020,Stoke,Luton,3,0,H,1,0,H,R Jones,18,8,8,1,13,11,8,2,1,2,0,0,20210220,English Second
23/02/2021,2020,Birmingham,Norwich,1,3,A,1,1,D,O Langford,14,12,6,6,19,8,4,3,2,2,0,0,20210223,English Second
23/02/2021,2020,Derby,Huddersfield,2,0,H,1,0,H,G Eltringham,12,5,4,1,7,13,3,6,1,1,0,1,20210223,English Second
23/02/2021,2020,Middlesbrough,Bristol City,1,3,A,0,3,A,T Robinson,17,6,3,6,10,13,6,2,1,2,0,0,20210223,English Second
23/02/2021,2020,Luton,Millwall,1,1,D,0,0,D,G Scott,9,14,4,3,11,17,1,4,2,1,0,0,20210223,English Second
23/02/2021,2020,Rotherham,Nott'm Forest,0,1,A,0,0,D,M Donohue,7,10,1,4,18,10,2,5,3,1,0,0,20210223,English Second
23/02/2021,2020,Wycombe,Reading,1,0,H,0,0,D,D Whitestone,9,18,5,4,16,14,3,11,2,2,1,0,20210223,English Second
24/02/2021,2020,Barnsley,Stoke,2,0,H,1,0,H,D Bond,12,12,4,1,12,8,5,8,0,3,0,0,20210224,English Second
24/02/2021,2020,Brentford,Sheffield Weds,3,0,H,1,0,H,J Simpson,12,3,4,1,15,9,4,4,3,1,0,0,20210224,English Second
24/02/2021,2020,Swansea,Coventry,1,0,H,0,0,D,A Woolmer,11,8,2,1,12,18,2,4,1,2,0,0,20210224,English Second
24/02/2021,2020,Blackburn,Watford,2,3,A,1,2,A,J Linington,10,17,5,7,13,9,7,6,1,0,0,0,20210224,English Second
24/02/2021,2020,Bournemouth,Cardiff,1,2,A,0,2,A,G Ward,11,9,6,4,20,16,4,5,3,4,0,0,20210224,English Second
24/02/2021,2020,Preston,QPR,0,0,D,0,0,D,D England,15,6,3,2,9,11,8,2,0,2,0,0,20210224,English Second
26/02/2021,2020,Derby,Nott'm Forest,1,1,D,0,1,A,O Langford,13,13,2,5,12,13,3,5,1,0,0,0,20210226,English Second
27/02/2021,2020,Bournemouth,Watford,1,0,H,0,0,D,T Harrington,7,12,3,1,13,19,5,4,2,4,1,1,20210227,English Second
27/02/2021,2020,Barnsley,Millwall,2,1,H,1,1,D,L Doughty,14,6,6,3,17,9,10,3,1,1,0,0,20210227,English Second
27/02/2021,2020,Birmingham,QPR,2,1,H,0,1,A,D Webb,13,10,6,2,12,12,7,3,3,2,0,0,20210227,English Second
27/02/2021,2020,Blackburn,Coventry,1,1,D,1,0,H,D Bond,6,10,2,3,11,11,5,2,1,0,0,1,20210227,English Second
27/02/2021,2020,Brentford,Stoke,2,1,H,0,1,A,J Brooks,15,10,4,3,15,18,4,1,1,3,0,0,20210227,English Second
27/02/2021,2020,Luton,Sheffield Weds,3,2,H,0,2,A,M Salisbury,7,16,3,3,10,9,7,7,1,2,0,0,20210227,English Second
27/02/2021,2020,Middlesbrough,Cardiff,1,1,D,0,1,A,J Gillett,10,2,2,2,8,12,11,0,0,3,0,0,20210227,English Second
