Season,Date,HomeTeam,AwayTeam,ResultEncoded,Bet365HomeWinOdds,Bet365DrawOdds,Bet365AwayWinOdds,Bet365HomeWinOddsPercentage,Bet365DrawOddsPercentage,Bet365AwayWinOddsPercentage,OddsFavourHome,OddsFavourDraw,OddsFavourAway,OddsDifference_HvA,OddsDifference_HvD,OddsDifference_AvD,DrawLikelihood,HomeForm,AwayForm,HomeAdvantageIndex,HomeGeneralForm,AwayGeneralForm,GeneralFormDifference,AverageGoalsScoredAtHome,AverageGoalsScoredAtAway,AverageGoalsConcededAtHome,AverageGoalsConcededAtAway,TotalGoalsScoredHome,TotalGoalsScoredAway,TotalGoalsConcededHome,TotalGoalsConcededAway,AverageShotsOnTargetAtHome,AverageShotsOnTargetAtAway,ShotsOnTargetDifference,WinStreakHome,WinStreakAway,LossStreakHome,LossStreakAway,TotalWinsHome,TotalWinsAway,TotalDrawsHome,TotalDrawsAway,TotalLossesHome,TotalLossesAway,HistoricalEncountersHome,HistoricalEncountersAway,HomeFifaOverall,HomeFifaAttack,HomeFifaMidfield,HomeFifaDefence,AwayFifaOverall,AwayFifaAttack,AwayFifaMidfield,AwayFifaDefence,FifaOverallDifference,FifaAttackDifference,FifaDefenceDifference,FifaMidfieldDifference,HFA,HomeElo,AwayElo,EloTierHome,EloTierAway,EloDifference
2019,31/08/2019,Southampton,Man United,0,3.8,3.3,2.05,0.24967706218859564,0.28750692009595863,0.46281601771544567,0,0,1,1.75,0.5,-1.25,0.30303030303030304,0.0,1.0,-1.0,3.0,4.0,-1.0,1.0,1.0,2.0,1.0,3,6,5,3,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0,6,76,76,77,75,82,82,81,80,-6,-6,-5,-4,64.27045523818786,1682.74060059,1847.31396484,4,2,-164.57336424999994
2019,31/08/2019,Chelsea,Sheffield United,0,1.36,4.75,9.0,0.6956875508543532,0.19918633034987795,0.10512611879576893,1,0,0,-7.64,-3.3899999999999997,4.25,0.21052631578947367,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,4,3,7,3,5.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4,81,80,82,80,73,73,72,73,8,7,7,10,64.27045523818786,1875.37658691,1634.08447266,2,4,241.29211424999994
2019,31/08/2019,Crystal Palace,Aston Villa,1,2.15,3.3,3.5,0.44134505158578524,0.28754298815437523,0.2711119602598395,1,0,0,-1.35,-1.15,0.20000000000000018,0.30303030303030304,1.0,0.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,3.0,2,4,2,5,2.0,4.0,-2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0,13,77,79,77,76,75,76,75,73,2,3,3,2,64.27045523818786,1753.17590332,1625.97106934,3,4,127.2048339800001
2019,31/08/2019,Leicester,Bournemouth,1,1.7,4.0,4.75,0.5608856088560886,0.23837638376383766,0.2007380073800738,1,0,0,-3.05,-2.3,0.75,0.25,1.0,3.0,-2.0,5.0,4.0,1.0,0.0,2.0,0.0,1.0,3,4,2,5,1.0,4.0,-3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0,6,78,79,77,77,77,79,77,76,1,0,1,0,64.27045523818786,1756.99560547,1700.01367188,3,3,56.98193359000015
2019,31/08/2019,Man City,Brighton,1,1.08,10.0,26.0,0.8699143468950747,0.0939507494646681,0.03613490364025696,1,0,0,-24.92,-8.92,16.0,0.1,1.0,3.0,-2.0,7.0,4.0,3.0,2.0,3.0,2.0,0.0,10,4,3,3,10.0,3.0,7.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0,4,86,86,87,83,76,77,76,75,10,9,8,11,64.27045523818786,2049.29321289,1632.16833496,1,4,417.12487793000014
2019,31/08/2019,Newcastle,Watford,0,2.5,3.25,2.87,0.37874327479443715,0.2913409806111055,0.3299157445944574,1,0,0,-0.3700000000000001,-0.75,-0.3799999999999999,0.3076923076923077,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,2,1,4,7,2.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,0,4,77,79,75,76,78,78,79,76,-1,1,0,-4,64.27045523818786,1720.53259277,1658.2376709,3,4,62.29492187000005
2019,31/08/2019,West Ham,Norwich,1,1.85,3.9,3.9,0.513157894736842,0.24342105263157898,0.24342105263157898,1,0,0,-2.05,-2.05,0.0,0.25641025641025644,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,4.0,4,6,7,8,3.0,5.0,-2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0,0,79,80,79,76,74,76,73,72,5,4,4,6,64.27045523818786,1742.69213867,1645.66796875,3,4,97.02416992000008
2019,31/08/2019,Burnley,Liverpool,-1,9.5,5.5,1.3,0.09965156794425088,0.1721254355400697,0.7282229965156795,0,0,1,8.2,4.0,-4.2,0.18181818181818182,3.0,3.0,0.0,4.0,9.0,-5.0,3.0,2.0,0.0,1.0,5,9,3,3,4.0,6.0,-2.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0,7,77,77,76,76,84,86,83,84,-7,-9,-8,-7,64.27045523818786,1701.16247559,2061.48413086,3,1,-360.32165526999984
2019,01/09/2019,Everton,Wolves,1,2.2,3.25,3.5,0.4337464251668255,0.29361296472831266,0.27264061010486174,1,0,0,-1.2999999999999998,-1.0499999999999998,0.25,0.3076923076923077,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1,2,2,2,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0,10,79,77,79,79,78,77,80,77,1,0,2,-1,63.99017043605465,1768.16381836,1742.95507812,3,3,25.208740239999997
2019,01/09/2019,Arsenal,Tottenham,0,2.37,3.6,2.8,0.3992395437262357,0.2628326996197719,0.33792775665399244,1,0,0,-0.4299999999999997,-1.23,-0.8000000000000003,0.2777777777777778,3.0,1.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,4,5,4,4,9.0,2.0,7.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0,9,81,86,82,80,83,86,83,82,-2,0,-2,-1,63.99017043605465,1879.96801758,1892.83532715,2,2,-12.867309570000089
2019,14/09/2019,Liverpool,Newcastle,1,1.14,8.5,17.0,0.8325171400587659,0.11165523996082272,0.05582761998041136,1,0,0,-15.86,-7.36,8.5,0.11764705882352941,6.0,3.0,3.0,12.0,4.0,8.0,3.5,1.0,1.0,1.5,12,3,3,5,6.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,0,1,84,86,83,84,77,79,75,76,7,7,8,8,64.10969211838038,2065.00097656,1717.11645508,1,3,347.8845214799999
2019,14/09/2019,Brighton,Burnley,0,2.15,3.3,3.5,0.44134505158578524,0.28754298815437523,0.2711119602598395,1,0,0,-1.35,-1.15,0.20000000000000018,0.30303030303030304,1.0,1.0,0.0,4.0,4.0,0.0,0.5,1.0,1.5,1.5,4,5,7,6,3.5,4.5,-1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0,2,76,77,76,75,77,77,76,76,-1,0,-1,0,64.10969211838038,1630.68847656,1697.64562988,4,4,-66.95715331999986
2019,14/09/2019,Man United,Leicester,1,1.95,3.5,4.0,0.48908296943231444,0.2724890829694323,0.23842794759825325,1,0,0,-2.05,-1.55,0.5,0.2857142857142857,3.0,4.0,-1.0,5.0,8.0,-3.0,2.5,1.5,1.0,1.0,7,6,4,3,4.0,2.5,1.5,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0,4,82,82,81,80,78,79,77,77,4,3,3,4,64.10969211838038,1844.42773438,1764.15539551,2,3,80.27233886999988
