Season,FifaVersion,Date,HomeTeam,AwayTeam,ResultEncoded,HomeFifaOverall,HomeFifaAttack,HomeFifaMidfield,HomeFifaDefence,AwayFifaOverall,AwayFifaAttack,AwayFifaMidfield,AwayFifaDefence,HFA,HomeElo,AwayElo,EloTierHome,EloTierAway
2022,23,30/04/2023,Newcastle,Southampton,1,78,78,76,79,75,76,74,75,45.4,1876.25109863,1634.46533203,2,4
2022,23,30/04/2023,Liverpool,Tottenham,1,85,84,82,87,81,84,81,79,45.4,1933.71594238,1817.13769531,1,2
2022,23,01/05/2023,Leicester,Everton,0,79,81,80,78,78,80,77,75,45.4,1720.79797363,1664.74169922,3,4
2022,23,02/05/2023,Arsenal,Chelsea,1,80,83,81,79,84,84,86,84,45.4,1921.98376465,1789.99243164,1,3
2022,23,03/05/2023,Liverpool,Fulham,1,85,84,82,87,76,78,76,74,45.4,1937.74694824,1715.74194336,1,3
2022,23,03/05/2023,Man City,West Ham,1,85,86,86,86,80,79,80,78,45.4,2066.55664062,1758.54016113,1,3
2022,23,04/05/2023,Brighton,Man United,1,76,76,75,77,82,85,83,80,45.4,1824.46618652,1857.52453613,2,2
2022,23,06/05/2023,Bournemouth,Chelsea,-1,74,75,73,73,84,84,86,84,45.4,1679.01330566,1784.52539062,4,3
2022,23,06/05/2023,Man City,Leeds,1,85,86,86,86,76,78,76,76,45.4,2069.11499023,1662.22363281,1,4
2022,23,06/05/2023,Tottenham,Crystal Palace,1,81,84,81,79,76,77,75,76,45.4,1813.10656738,1749.2755127,2,3
2022,23,06/05/2023,Wolves,Aston Villa,1,79,79,81,77,79,79,78,80,45.4,1715.40405273,1808.91772461,3,2
2022,23,06/05/2023,Liverpool,Brentford,1,85,84,82,87,75,75,74,75,45.4,1940.13647461,1782.06506348,1,3
2022,23,07/05/2023,Newcastle,Arsenal,-1,78,78,76,79,80,83,81,79,45.4,1879.38903809,1927.45080566,2,1
2022,23,07/05/2023,West Ham,Man United,1,80,79,80,78,82,85,83,80,45.4,1755.98181152,1849.97033691,3,2
2022,23,08/05/2023,Fulham,Leicester,1,76,78,76,74,79,81,80,78,45.4,1713.35253906,1717.8963623,3,3
2022,23,08/05/2023,Brighton,Everton,-1,76,76,75,77,78,80,77,75,45.4,1832.02038574,1667.64343262,2,4
2022,23,08/05/2023,Nott'm Forest,Southampton,1,76,75,76,74,75,76,74,75,45.4,1635.78942871,1631.32751465,4,4
2022,23,13/05/2023,Leeds,Newcastle,0,76,78,76,76,78,78,76,79,45.4,1662.25305176,1868.69396973,4,2
2022,23,13/05/2023,Aston Villa,Tottenham,1,79,79,78,80,81,84,81,79,45.4,1800.42492676,1819.12731934,2,2
2022,23,13/05/2023,Chelsea,Nott'm Forest,0,84,84,86,84,76,75,76,74,45.4,1794.84033203,1643.26086426,3,4
2022,23,13/05/2023,Crystal Palace,Bournemouth,1,76,77,75,76,74,75,73,73,45.4,1744.87902832,1670.32250977,3,4
2022,23,13/05/2023,Man United,Wolves,1,82,85,83,80,79,79,81,77,45.4,1841.63452148,1725.52087402,2,3
2022,23,13/05/2023,Southampton,Fulham,-1,75,76,74,75,76,78,76,74,45.4,1625.48022461,1723.70690918,4,3
2022,23,14/05/2023,Brentford,West Ham,1,75,75,74,75,80,79,80,78,45.4,1779.58166504,1768.19128418,3,3
2022,23,14/05/2023,Everton,Man City,-1,78,80,77,75,85,86,86,86,45.4,1694.99169922,2071.11010742,4,1
2022,23,14/05/2023,Arsenal,Brighton,-1,80,83,81,79,76,76,75,77,45.4,1939.77001953,1806.29614258,1,2
2022,23,15/05/2023,Leicester,Liverpool,-1,79,81,80,78,85,84,82,87,45.4,1709.1661377,1944.24414062,3,1
2022,23,18/05/2023,Newcastle,Brighton,1,78,78,76,79,76,76,75,77,45.4,1867.08557129,1830.64916992,2,2
2022,23,20/05/2023,Tottenham,Brentford,-1,81,84,81,79,75,75,74,75,45.4,1816.60021973,1793.40161133,2,3
2022,23,20/05/2023,Bournemouth,Man United,-1,74,75,73,73,82,85,83,80,45.4,1667.70898438,1852.27661133,4,2
2022,23,20/05/2023,Fulham,Crystal Palace,0,76,78,76,74,76,77,75,76,45.4,1737.79785156,1756.84069824,3,3
2022,23,20/05/2023,Liverpool,Aston Villa,0,85,84,82,87,79,79,78,80,45.4,1955.11572266,1812.30029297,1,2
2022,23,20/05/2023,Wolves,Everton,0,79,79,81,77,78,80,77,75,45.4,1724.22692871,1696.65820312,3,4
2022,23,20/05/2023,Nott'm Forest,Arsenal,1,76,75,76,74,80,83,81,79,45.4,1653.11474609,1922.75805664,4,1
2022,23,21/05/2023,West Ham,Leeds,1,80,79,80,78,76,78,76,76,45.4,1770.27746582,1671.20251465,3,4
2022,23,21/05/2023,Brighton,Southampton,1,76,76,75,77,75,76,74,75,45.4,1822.49365234,1620.73742676,2,4
2022,23,21/05/2023,Man City,Chelsea,1,85,86,86,86,84,84,86,84,45.4,2087.48999023,1794.33447266,1,3
2022,23,22/05/2023,Newcastle,Leicester,0,78,78,76,79,79,81,80,78,45.4,1879.25537109,1707.6427002,2,3
2022,23,24/05/2023,Brighton,Man City,0,76,76,75,77,85,86,86,86,45.4,1826.29492188,2089.16748047,2,1
2022,23,25/05/2023,Man United,Chelsea,1,82,85,83,80,84,84,86,84,45.4,1856.97680664,1792.65698242,2,3
2022,23,28/05/2023,Arsenal,Wolves,1,80,83,81,79,79,79,81,77,45.4,1909.25439453,1722.08422852,1,3
2022,23,28/05/2023,Aston Villa,Brighton,1,79,79,78,80,76,76,75,77,45.4,1817.30053711,1831.8046875,2,2
2022,23,28/05/2023,Brentford,Man City,1,75,75,74,75,85,86,86,86,45.4,1807.13378906,2083.65771484,2,1
2022,23,28/05/2023,Chelsea,Newcastle,0,84,84,86,84,78,78,76,79,45.4,1783.37414551,1873.66137695,3,2
2022,23,28/05/2023,Crystal Palace,Nott'm Forest,0,76,77,75,76,76,75,76,74,45.4,1757.67358398,1666.61853027,3,4
2022,23,28/05/2023,Everton,Bournemouth,1,78,80,77,75,74,75,73,73,45.4,1698.80090332,1663.00878906,4,4
2022,23,28/05/2023,Leeds,Tottenham,-1,76,78,76,76,81,84,81,79,45.4,1665.0,1802.86804199,4,2
2022,23,28/05/2023,Leicester,West Ham,1,79,81,80,78,80,79,80,78,45.4,1713.23669434,1776.47998047,3,3
2022,23,28/05/2023,Man United,Fulham,1,82,85,83,80,76,78,76,74,45.4,1866.25976562,1736.96496582,2,3
2022,23,28/05/2023,Southampton,Liverpool,0,75,76,74,75,85,84,82,87,45.4,1616.93615723,1950.11547852,4,1
2023,24,11/08/2023,Burnley,Man City,-1,74,69,74,73,85,87,86,83,48.8,1726.4185791,2077.26904297,3,1
2023,24,12/08/2023,Arsenal,Nott'm Forest,1,82,82,84,81,77,75,77,75,48.8,1919.38110352,1673.98498535,1,4
2023,24,12/08/2023,Bournemouth,West Ham,0,75,75,75,74,78,78,79,78,48.8,1660.65661621,1779.47558594,4,3
2023,24,12/08/2023,Brighton,Luton,1,77,77,77,78,72,72,72,72,48.8,1828.19702148,1606.53967285,2,4
2023,24,12/08/2023,Everton,Fulham,-1,77,79,77,75,77,76,77,76,48.8,1708.25268555,1736.65002441,3,3
2023,24,12/08/2023,Sheffield United,Crystal Palace,-1,73,72,74,72,76,75,76,76,48.8,1644.08129883,1757.40673828,4,3
2023,24,12/08/2023,Newcastle,Aston Villa,1,81,79,81,82,80,82,79,79,48.8,1876.01745605,1828.00793457,2,2
2023,24,13/08/2023,Brentford,Tottenham,0,76,75,76,76,81,81,80,79,48.8,1824.3449707,1815.88818359,2,2
2023,24,13/08/2023,Chelsea,Liverpool,0,80,77,81,78,83,84,82,84,48.8,1788.11755371,1946.9197998,3,1
2023,24,14/08/2023,Man United,Wolves,1,82,82,83,80,76,75,77,76,48.8,1873.67431641,1719.05712891,2,3
2023,24,18/08/2023,Nott'm Forest,Sheffield United,1,77,75,77,75,73,72,74,72,48.8,1670.8787392072818,1635.9174283025386,4,4
2023,24,19/08/2023,Fulham,Brentford,-1,77,76,77,76,76,75,76,76,48.8,1747.2365861128217,1822.711746485486,3,2
2023,24,19/08/2023,Liverpool,Bournemouth,1,83,84,82,84,75,75,75,74,48.8,1943.855397878617,1662.645076554184,1,4
2023,24,19/08/2023,Wolves,Brighton,-1,76,75,77,76,77,77,77,78,48.8,1714.32351133628,1834.2278540654088,3,2
2023,24,19/08/2023,Tottenham,Man United,1,81,81,80,79,82,82,83,80,48.8,1817.521407804514,1878.40793398372,2,2
2023,24,19/08/2023,Man City,Newcastle,1,85,87,86,83,81,79,81,82,48.8,2082.446931404599,1890.5845342622856,1,2
2023,24,20/08/2023,Aston Villa,Everton,1,80,82,79,79,77,79,77,75,48.8,1813.4408563577144,1697.6661238471784,2,4
2023,24,20/08/2023,West Ham,Chelsea,1,78,78,79,78,80,77,81,78,48.8,1777.487125595816,1791.181955631383,3,3
2023,24,21/08/2023,Crystal Palace,Arsenal,-1,76,75,76,76,82,82,84,81,48.8,1765.5706088074612,1922.487349662718,3,1
2023,24,25/08/2023,Chelsea,Luton,1,80,77,81,78,72,72,72,72,48.8,1778.4639097256422,1600.5088402645913,3,4
2023,24,26/08/2023,Bournemouth,Tottenham,-1,75,75,75,74,81,81,80,79,48.8,1658.9640674568113,1832.1553191141213,4,2
2023,24,26/08/2023,Arsenal,Fulham,0,82,82,84,81,77,76,77,76,48.8,1929.4722021907232,1731.2432927497064,1,3
2023,24,26/08/2023,Brentford,Crystal Palace,0,76,75,76,76,76,75,76,76,48.8,1838.7050398486012,1758.585756279456,2,3
2023,24,26/08/2023,Everton,Wolves,-1,77,79,77,75,76,75,77,76,48.8,1686.4895485248587,1700.4990542197938,4,3
2023,24,26/08/2023,Man United,Nott'm Forest,1,82,82,83,80,77,75,77,75,48.8,1863.7740226741128,1678.5135414150016,2,4
2023,24,26/08/2023,Brighton,West Ham,-1,77,77,77,78,78,78,79,78,48.8,1848.052311181895,1790.2051715015568,2,3
2023,24,27/08/2023,Burnley,Aston Villa,-1,74,69,74,73,80,82,79,79,48.8,1721.2406906654012,1824.617431680034,3,2
2023,24,27/08/2023,Sheffield United,Man City,-1,73,72,74,72,85,87,86,83,48.8,1628.2826260948189,2086.4499090061013,4,1
2023,24,27/08/2023,Newcastle,Liverpool,-1,81,79,81,82,83,84,82,84,48.8,1886.5815566607835,1947.5364069759896,2,1
2023,24,01/09/2023,Luton,West Ham,-1,72,72,72,72,78,78,79,78,48.8,1593.1208400882056,1808.5569195371656,4,2
2023,24,02/09/2023,Sheffield United,Everton,0,73,72,74,72,77,79,77,75,48.8,1626.551627912888,1675.4915310967083,4,4
2023,24,02/09/2023,Brentford,Bournemouth,0,76,75,76,76,75,75,75,74,48.8,1835.15585863813,1649.6793991121958,2,4
2023,24,02/09/2023,Burnley,Tottenham,-1,74,69,74,73,81,81,80,79,48.8,1709.3019714235556,1841.4399874587368,3,2
2023,24,02/09/2023,Chelsea,Nott'm Forest,-1,80,77,81,78,77,75,77,75,48.8,1785.851909902028,1674.3874965548753,3,4
2023,24,02/09/2023,Man City,Fulham,1,85,87,86,83,77,76,77,76,48.8,2088.180907188032,1737.3563677917755,1,3
2023,24,02/09/2023,Brighton,Newcastle,1,77,77,77,78,81,79,81,82,48.8,1829.7005631462862,1876.9312587183888,2,2
2023,24,03/09/2023,Crystal Palace,Wolves,1,76,75,76,76,76,75,77,76,48.8,1762.1349374899273,1711.4970716479443,3,3
2023,24,03/09/2023,Liverpool,Aston Villa,1,83,84,82,84,80,82,79,79,48.8,1957.1867049183843,1836.5561509218796,1,2
2023,24,03/09/2023,Arsenal,Man United,1,82,82,84,81,82,82,83,80,48.8,1923.3591271486541,1867.900067534239,1,2
2023,24,16/09/2023,Wolves,Liverpool,-1,76,75,77,76,83,84,82,84,48.8,1704.2834550272369,1966.6721513006444,3,1
2023,24,16/09/2023,Aston Villa,Crystal Palace,1,80,82,79,79,76,75,76,76,48.8,1827.0707045396196,1769.3485541106347,2,3
2023,24,16/09/2023,Fulham,Luton,1,77,76,77,76,72,72,72,72,48.8,1733.7128529593188,1587.5802098743968,3,4
2023,24,16/09/2023,Man United,Brighton,-1,82,82,83,80,77,77,77,78,48.8,1857.878771663223,1843.7788217060279,2,2
2023,24,16/09/2023,Tottenham,Sheffield United,1,81,81,80,79,73,72,74,72,48.8,1854.6837803031228,1626.5556546499895,2,4
2023,24,16/09/2023,West Ham,Man City,-1,78,78,79,78,85,87,86,83,48.8,1814.0975497509744,2091.824422020489,2,1
2023,24,16/09/2023,Newcastle,Brentford,1,81,79,81,82,76,75,76,76,48.8,1862.853000158647,1829.2778334811012,2,2
2023,24,17/09/2023,Bournemouth,Chelsea,0,75,75,75,74,80,77,81,78,48.8,1655.5574242692246,1771.5406569635468,4,3
2023,24,17/09/2023,Everton,Arsenal,-1,77,79,77,75,82,82,84,81,48.8,1675.4875043596069,1933.3804230196702,4,1
2023,24,18/09/2023,Nott'm Forest,Burnley,0,77,75,77,75,74,69,74,73,48.8,1688.6987494933564,1696.0581785791696,4,4
2023,24,23/09/2023,Crystal Palace,Fulham,0,76,75,76,76,77,76,77,76,48.8,1759.4113935806884,1738.6252088542633,3,3
2023,24,23/09/2023,Luton,Wolves,0,72,72,72,72,76,75,77,76,48.8,1582.6678539794523,1697.883678796548,4,4
2023,24,23/09/2023,Man City,Nott'm Forest,1,85,87,86,83,77,75,77,75,48.8,2097.797580641405,1687.5116182869774,1,4
2023,24,23/09/2023,Brentford,Everton,-1,76,75,76,76,77,79,77,75,48.8,1821.6053313315056,1670.8709224387308,2,4
2023,24,23/09/2023,Burnley,Man United,-1,74,69,74,73,82,82,83,80,48.8,1697.2453097855487,1841.2039451628766,4,2
2023,24,24/09/2023,Arsenal,Tottenham,0,82,82,84,81,81,81,80,79,48.8,1937.9970049405463,1858.059862867951,1,2
2023,24,24/09/2023,Brighton,Bournemouth,1,77,77,77,78,75,75,75,74,48.8,1860.4536482063743,1657.4673670503716,2,4
2023,24,24/09/2023,Chelsea,Aston Villa,-1,80,77,81,78,80,82,79,79,48.8,1769.6307141823997,1837.007865069566,3,2
2023,24,24/09/2023,Liverpool,West Ham,1,83,84,82,84,78,78,79,78,48.8,1973.0719275313331,1808.1243911300583,1,2
2023,24,24/09/2023,Sheffield United,Newcastle,-1,73,72,74,72,81,79,81,82,48.8,1623.1795720851612,1870.5255023082427,4,2
2023,24,30/09/2023,Aston Villa,Brighton,1,80,82,79,79,77,77,77,78,48.8,1846.473680661201,1865.8303235199835,2,2
2023,24,30/09/2023,Bournemouth,Arsenal,-1,75,75,75,74,82,82,84,81,48.8,1652.0906917367624,1934.4524066605634,4,1
2023,24,30/09/2023,Everton,Luton,-1,77,79,77,75,72,72,72,72,48.8,1692.345963917826,1584.5565057749106,4,4
2023,24,30/09/2023,Man United,Crystal Palace,-1,82,82,83,80,76,75,76,76,48.8,1848.5315508331641,1757.434900219219,2,3
2023,24,30/09/2023,Newcastle,Burnley,1,81,79,81,82,74,69,74,73,48.8,1884.2028841838685,1689.9177041152611,2,4
2023,24,30/09/2023,West Ham,Sheffield United,1,78,78,79,78,73,72,74,72,48.8,1801.729141409892,1609.5021902095355,2,4
2023,24,30/09/2023,Wolves,Man City,1,76,75,77,76,85,87,86,83,48.8,1695.9950270010897,2099.676778355052,4,1
2023,24,30/09/2023,Tottenham,Liverpool,1,81,81,80,79,83,84,82,84,48.8,1861.604461147934,1979.4671772514994,2,1
2023,24,01/10/2023,Nott'm Forest,Brentford,0,77,75,77,75,76,75,76,76,48.8,1685.6324205733301,1800.1302898524102,4,2
2023,24,02/10/2023,Fulham,Chelsea,-1,77,76,77,76,80,77,81,78,48.8,1740.6017022157328,1760.1648985907648,3,3
2023,24,03/10/2023,Luton,Burnley,-1,72,72,72,72,74,69,74,73,48.8,1598.7812538051164,1684.3195255003852,4,4
2023,24,07/10/2023,Luton,Tottenham,-1,72,72,72,72,81,81,80,79,48.8,1589.834742760701,1873.5664721516848,4,2
2023,24,07/10/2023,Burnley,Chelsea,-1,74,69,74,73,80,77,81,78,48.8,1693.2660365448007,1775.4942978383035,4,3
2023,24,07/10/2023,Everton,Bournemouth,1,77,79,77,75,75,75,75,74,48.8,1678.1212158876203,1643.8197812201145,4,4
2023,24,07/10/2023,Fulham,Sheffield United,1,77,76,77,76,73,72,74,72,48.8,1725.272302968194,1603.8506212337384,3,4
2023,24,07/10/2023,Man United,Brentford,1,82,82,83,80,76,75,76,76,48.8,1834.7093675636045,1798.261573129234,2,3
2023,24,07/10/2023,Crystal Palace,Nott'm Forest,0,76,75,76,76,77,75,77,75,48.8,1771.2570834887786,1687.5011372965064,3,4
2023,24,08/10/2023,Brighton,Liverpool,0,77,77,77,78,83,84,82,84,48.8,1845.360071629804,1967.5051662477485,2,1
2023,24,08/10/2023,West Ham,Newcastle,0,78,78,79,78,81,79,81,82,48.8,1807.380710385689,1889.8010627987444,2,2
2023,24,08/10/2023,Wolves,Aston Villa,0,76,75,77,76,80,82,79,79,48.8,1713.699517686758,1866.9439325513804,3,2
2023,24,08/10/2023,Arsenal,Man City,1,82,82,84,81,85,87,86,83,48.8,1942.7233171772114,2081.9722876693836,1,1
2023,24,21/10/2023,Liverpool,Everton,1,83,84,82,84,77,79,77,75,48.8,1965.4249351153724,1691.3761512913056,1,4
2023,24,21/10/2023,Bournemouth,Wolves,-1,75,75,75,74,76,75,77,76,48.8,1630.5648458164292,1716.6182726410457,4,3
2023,24,21/10/2023,Brentford,Burnley,1,76,75,76,76,74,69,74,73,48.8,1790.6671208489347,1677.6068851777616,3,4
2023,24,21/10/2023,Man City,Brighton,1,85,87,86,83,77,77,77,78,48.8,2069.4262173477523,1847.4403027621802,1,2
2023,24,21/10/2023,Newcastle,Crystal Palace,1,81,79,81,82,76,75,76,76,48.8,1888.8364003871416,1767.6167577924884,2,3
2023,24,21/10/2023,Nott'm Forest,Luton,0,77,75,77,75,72,72,72,72,48.8,1691.1414629927965,1585.7250980010353,4,4
2023,24,21/10/2023,Chelsea,Arsenal,0,80,77,81,78,82,82,84,81,48.8,1791.1534492053427,1955.2693874988424,3,1
2023,24,21/10/2023,Sheffield United,Man United,-1,73,72,74,72,82,82,83,80,48.8,1596.1313731496123,1842.3038198439037,4,2
2023,24,22/10/2023,Aston Villa,West Ham,1,80,82,79,79,78,78,79,78,48.8,1864.0251775970928,1808.345372797292,2,2
2023,24,23/10/2023,Tottenham,Fulham,1,81,81,80,79,77,76,77,76,48.8,1877.6761169113504,1732.9915510523201,2,3
2023,24,27/10/2023,Crystal Palace,Tottenham,-1,76,75,76,76,81,81,80,79,48.8,1756.6908586687591,1884.6670159600103,3,2
2023,24,28/10/2023,Chelsea,Brentford,-1,80,77,81,78,76,75,76,76,48.8,1794.355772377928,1800.45567955241,3,2
2023,24,28/10/2023,Arsenal,Sheffield United,1,82,82,84,81,73,72,74,72,48.8,1952.0670643262572,1591.2708776557288,1,4
2023,24,28/10/2023,Bournemouth,Burnley,1,75,75,75,74,74,69,74,73,48.8,1621.6329952679691,1667.8183264742863,4,4
2023,24,28/10/2023,Wolves,Newcastle,0,76,75,77,76,81,79,81,82,48.8,1725.5501231895057,1899.762299510871,3,2
2023,24,29/10/2023,West Ham,Everton,-1,78,78,79,78,77,79,77,75,48.8,1796.081910522711,1687.5611168396488,3,4
2023,24,29/10/2023,Aston Villa,Luton,1,80,82,79,79,72,72,72,72,48.8,1876.2886398716737,1589.8935724881105,2,4
2023,24,29/10/2023,Brighton,Fulham,0,77,77,77,78,77,76,77,76,48.8,1843.9638356667867,1726.0006520036602,2,3
2023,24,29/10/2023,Liverpool,Nott'm Forest,1,83,84,82,84,77,75,77,75,48.8,1969.2399695670292,1686.9729885057213,1,4
2023,24,29/10/2023,Man United,Man City,-1,82,82,83,80,85,87,86,83,48.8,1847.1643153377872,2072.9026844431455,2,1
2023,24,04/11/2023,Fulham,Man United,-1,77,76,77,76,82,82,83,80,48.8,1730.4629521656439,1837.9736360372438,3,2
2023,24,04/11/2023,Brentford,West Ham,1,76,75,76,76,78,78,79,78,48.8,1816.3271957599825,1781.8398853777794,2,3
2023,24,04/11/2023,Burnley,Crystal Palace,-1,74,69,74,73,76,75,76,76,48.8,1657.89358127095,1748.9310849909461,4,3
2023,24,04/11/2023,Everton,Brighton,0,77,79,77,75,77,77,77,78,48.8,1701.8031419845804,1839.501535504803,3,2
2023,24,04/11/2023,Man City,Bournemouth,1,85,87,86,83,75,75,75,74,48.8,2082.093363743689,1631.5577404713054,1,4
2023,24,04/11/2023,Sheffield United,Wolves,1,73,72,74,72,76,75,77,76,48.8,1587.4049043252742,1729.0107629657916,4,3
2023,24,04/11/2023,Newcastle,Arsenal,1,81,79,81,82,82,82,84,81,48.8,1896.301659734585,1955.9330376567118,2,1
2023,24,05/11/2023,Nott'm Forest,Aston Villa,1,77,75,77,75,80,82,79,79,48.8,1682.488491319558,1879.875134537021,4,2
2023,24,05/11/2023,Luton,Liverpool,0,72,72,72,72,83,84,82,84,48.8,1586.3070778227632,1973.7244667531925,4,1
2023,24,06/11/2023,Tottenham,Chelsea,-1,81,81,80,79,80,77,81,78,48.8,1892.4267896378233,1778.4842561703554,2,3
2023,24,11/11/2023,Wolves,Tottenham,1,76,75,77,76,81,81,80,79,48.8,1716.4013637974144,1867.53870446443,3,2
2023,24,11/11/2023,Arsenal,Burnley,1,82,82,84,81,74,69,74,73,48.8,1945.6213864973654,1645.4622754087632,1,4
2023,24,11/11/2023,Crystal Palace,Everton,-1,76,75,76,76,77,79,77,75,48.8,1761.362390853133,1704.3074289887172,3,3
2023,24,11/11/2023,Man United,Luton,1,82,82,83,80,72,72,72,72,48.8,1846.2997095883284,1593.8143492457664,2,4
2023,24,11/11/2023,Bournemouth,Newcastle,1,75,75,75,74,81,79,81,82,48.8,1629.1681297795988,1906.6133108939314,4,1
2023,24,12/11/2023,Aston Villa,Fulham,1,80,82,79,79,77,76,77,76,48.8,1860.0284923921533,1722.1368786145592,2,3
2023,24,12/11/2023,Brighton,Sheffield United,0,77,77,77,78,73,72,74,72,48.8,1836.997248500666,1600.0143034936514,2,4
2023,24,12/11/2023,Liverpool,Brentford,1,83,84,82,84,76,75,76,76,48.8,1966.2171953301893,1823.974881746846,1,2
2023,24,12/11/2023,West Ham,Nott'm Forest,1,78,78,79,78,77,75,77,75,48.8,1774.192199390916,1702.3351334644258,3,3
2023,24,12/11/2023,Chelsea,Man City,0,80,77,81,78,85,87,86,83,48.8,1803.3723413437485,2084.4829744353956,2,1
2023,24,25/11/2023,Man City,Liverpool,0,85,87,86,83,83,84,82,84,48.8,2078.642104071656,1974.8702049014616,1,1
2023,24,25/11/2023,Burnley,West Ham,-1,74,69,74,73,78,78,79,78,48.8,1642.1166651047809,1780.8525976530884,4,3
2023,24,25/11/2023,Luton,Crystal Palace,1,72,72,72,72,76,75,76,76,48.8,1590.8136782618126,1748.4065399197293,4,3
2023,24,25/11/2023,Newcastle,Chelsea,1,81,79,81,82,80,77,81,78,48.8,1884.3098421240811,1809.213211707488,2,2
2023,24,25/11/2023,Nott'm Forest,Brighton,-1,77,75,77,75,77,77,77,78,48.8,1695.6747352022533,1830.232697534032,4,2
2023,24,25/11/2023,Sheffield United,Bournemouth,-1,73,72,74,72,75,75,75,74,48.8,1606.7788544602854,1651.471598549449,4,4
2023,24,25/11/2023,Brentford,Arsenal,-1,76,75,76,76,82,82,84,81,48.8,1815.3218721755736,1948.9669968013477,2,1
2023,24,26/11/2023,Tottenham,Aston Villa,-1,81,81,80,79,80,82,79,79,48.8,1854.6755271264306,1867.2272203416098,2,2
2023,24,26/11/2023,Everton,Man United,-1,77,79,77,75,82,82,83,80,48.8,1717.263279922121,1849.3003805722822,3,2
2023,24,27/11/2023,Fulham,Wolves,1,77,76,77,76,76,75,77,76,48.8,1714.9381506651027,1729.264541135414,3,3
2023,24,02/12/2023,Arsenal,Wolves,1,82,82,84,81,76,75,77,76,48.8,1956.5723712300648,1720.2535279125257,1,3
2023,24,02/12/2023,Brentford,Luton,1,76,75,76,76,72,72,72,72,48.8,1807.7164977468565,1603.8465064981629,2,4
2023,24,02/12/2023,Burnley,Sheffield United,1,74,69,74,73,73,72,74,72,48.8,1634.6489210530185,1592.4695434898877,4,4
2023,24,02/12/2023,Nott'm Forest,Everton,-1,77,75,77,75,77,79,77,75,48.8,1688.094112137342,1704.0147345798391,4,3
2023,24,02/12/2023,Newcastle,Man United,1,81,79,81,82,82,82,83,80,48.8,1895.7029517232638,1862.548925914564,2,2
2023,24,03/12/2023,Bournemouth,Aston Villa,0,75,75,75,74,80,82,79,79,48.8,1665.7809095198468,1878.2667614236047,4,2
2023,24,03/12/2023,Chelsea,Brighton,1,80,77,81,78,77,77,77,78,48.8,1797.8201021083053,1837.8133205989432,3,2
2023,24,03/12/2023,Liverpool,Fulham,1,83,84,82,84,77,76,77,76,48.8,1978.999495251476,1723.949163887991,1,3
2023,24,03/12/2023,West Ham,Crystal Palace,0,78,78,79,78,76,75,76,76,48.8,1788.3203417048508,1735.373711683379,3,3
2023,24,03/12/2023,Man City,Tottenham,0,85,87,86,83,81,81,80,79,48.8,2074.5128137216416,1843.6359860444356,1,2
2023,24,05/12/2023,Wolves,Burnley,1,76,75,77,76,74,69,74,73,48.8,1717.007697664946,1651.28450325673,3,4
2023,24,05/12/2023,Luton,Arsenal,-1,72,72,72,72,82,82,84,81,48.8,1598.491948315071,1959.8182014776446,4,1
2023,24,06/12/2023,Brighton,Brentford,1,77,77,77,78,76,75,76,76,48.8,1828.0667458721919,1813.0710559299482,2,2
2023,24,06/12/2023,Crystal Palace,Bournemouth,-1,76,75,76,76,75,75,75,74,48.8,1738.2212732044738,1670.171994055208,3,4
2023,24,06/12/2023,Fulham,Nott'm Forest,1,77,76,77,76,77,75,77,75,48.8,1720.9859567291242,1677.15058254898,3,4
2023,24,06/12/2023,Sheffield United,Liverpool,-1,73,72,74,72,83,84,82,84,48.8,1575.8339612861762,1981.962702410343,4,1
2023,24,06/12/2023,Aston Villa,Man City,1,80,82,79,79,85,87,86,83,48.8,1873.8756768882436,2067.8447269547455,2,1
2023,24,06/12/2023,Man United,Chelsea,1,82,82,83,80,80,77,81,78,48.8,1854.8649557731399,1807.5666768350566,2,2
2023,24,07/12/2023,Everton,Newcastle,1,77,79,77,75,81,79,81,82,48.8,1714.9582641682011,1903.386921864688,3,1
2023,24,07/12/2023,Tottenham,West Ham,-1,81,81,80,79,78,78,79,78,48.8,1850.304072811332,1785.472780183756,2,3
2023,24,09/12/2023,Crystal Palace,Liverpool,-1,76,75,76,76,83,84,82,84,48.8,1719.4944349458804,1985.1687824252056,3,1
2023,24,09/12/2023,Brighton,Burnley,0,77,77,77,78,74,69,74,73,48.8,1836.250919960477,1644.4663343435352,2,4
2023,24,09/12/2023,Man United,Bournemouth,-1,82,82,83,80,75,75,75,74,48.8,1862.1674660054143,1688.8988323138014,2,4
2023,24,09/12/2023,Sheffield United,Brentford,1,73,72,74,72,76,75,76,76,48.8,1572.6278812713135,1804.8868818416631,4,2
2023,24,09/12/2023,Wolves,Nott'm Forest,0,76,75,77,76,77,75,77,75,48.8,1723.8258665781407,1660.6144702373701,3,4
2023,24,09/12/2023,Aston Villa,Arsenal,1,80,82,79,79,82,82,84,81,48.8,1887.8266853502253,1962.657546824739,2,1
2023,24,10/12/2023,Everton,Chelsea,1,77,79,77,75,80,77,81,78,48.8,1738.8875761904703,1800.264166602782,3,2
2023,24,10/12/2023,Fulham,West Ham,1,77,76,77,76,78,78,79,78,48.8,1737.522069040734,1798.6315204079942,3,3
2023,24,10/12/2023,Luton,Man City,-1,72,72,72,72,85,87,86,83,48.8,1595.6526029679767,2053.8937184927636,4,1
